Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Vol, Ask Vol, Keltner Average, Top, Bottom
2016/6/17, 12:09:06.13, 2061.25, 2061.25, 2060.50, 2061.25, 3538, 1000, 2061.06, 2061.00, 2060.88, 1754, 1784, 2058.67, 2060.66, 2056.69
2016/6/17, 12:10:00.4, 2061.25, 2062.25, 2061.00, 2062.00, 2982, 1000, 2061.63, 2061.75, 2061.63, 703, 2279, 2058.99, 2061.06, 2056.92
2016/6/17, 12:10:15.22, 2062.00, 2062.25, 2061.50, 2061.75, 3303, 1000, 2061.88, 2061.83, 2061.88, 2107, 1196, 2059.25, 2061.28, 2057.22
2016/6/17, 12:10:52.39, 2061.75, 2062.00, 2061.50, 2061.50, 2653, 1000, 2061.69, 2061.67, 2061.75, 1591, 1062, 2059.47, 2061.41, 2057.53
2016/6/17, 12:12:08.22, 2061.50, 2061.75, 2061.25, 2061.50, 2571, 1000, 2061.50, 2061.50, 2061.50, 1455, 1116, 2059.66, 2061.52, 2057.80
2016/6/17, 12:13:42.80, 2061.50, 2062.25, 2061.25, 2062.25, 2692, 1000, 2061.81, 2061.92, 2061.75, 1017, 1675, 2059.91, 2061.80, 2058.01
2016/6/17, 12:15:27.67, 2062.25, 2062.50, 2060.75, 2061.00, 2486, 1000, 2061.63, 2061.42, 2061.63, 1783, 703, 2060.01, 2062.11, 2057.91
2016/6/17, 12:16:41.19, 2061.00, 2061.25, 2060.25, 2060.50, 2824, 1000, 2060.75, 2060.67, 2060.75, 1481, 1343, 2060.06, 2062.17, 2057.94
2016/6/17, 12:18:03.0, 2060.50, 2061.50, 2060.25, 2061.25, 2942, 1000, 2060.88, 2061.00, 2060.88, 1070, 1872, 2060.17, 2062.36, 2057.98
2016/6/17, 12:20:04.1, 2061.25, 2061.75, 2060.50, 2060.50, 2342, 1000, 2061.00, 2060.92, 2061.13, 1265, 1077, 2060.20, 2062.45, 2057.95
2016/6/17, 12:22:47.33, 2060.50, 2061.00, 2060.00, 2060.25, 2629, 1000, 2060.44, 2060.42, 2060.50, 1478, 1151, 2060.21, 2062.46, 2057.96
2016/6/17, 12:25:13.35, 2060.25, 2060.75, 2059.75, 2060.00, 2652, 1000, 2060.19, 2060.17, 2060.25, 1561, 1091, 2060.19, 2062.44, 2057.94
2016/6/17, 12:27:01.110, 2060.00, 2060.50, 2059.75, 2060.25, 2665, 1000, 2060.13, 2060.17, 2060.13, 1204, 1461, 2060.19, 2062.39, 2058.00
2016/6/17, 12:29:36.43, 2060.25, 2061.50, 2060.00, 2060.75, 3031, 1000, 2060.63, 2060.75, 2060.75, 1096, 1935, 2060.25, 2062.56, 2057.93
2016/6/17, 12:31:03.53, 2060.75, 2061.00, 2059.50, 2059.50, 3505, 1000, 2060.19, 2060.00, 2060.25, 2338, 1167, 2060.18, 2062.59, 2057.76
2016/6/17, 12:33:29.12, 2059.50, 2060.25, 2059.25, 2059.50, 2882, 1000, 2059.63, 2059.67, 2059.75, 1342, 1540, 2060.11, 2062.51, 2057.71
2016/6/17, 12:34:56.0, 2059.50, 2060.25, 2059.00, 2060.00, 3057, 1000, 2059.69, 2059.75, 2059.63, 1552, 1505, 2060.10, 2062.54, 2057.66
2016/6/17, 12:36:02.7, 2060.00, 2060.75, 2060.00, 2060.25, 2928, 1000, 2060.25, 2060.33, 2060.38, 1510, 1418, 2060.11, 2062.48, 2057.75
2016/6/17, 12:38:19.22, 2060.25, 2060.25, 2059.00, 2059.25, 2921, 1000, 2059.69, 2059.50, 2059.63, 1780, 1141, 2060.03, 2062.44, 2057.62
2016/6/17, 12:40:14.1, 2059.25, 2060.00, 2058.75, 2059.50, 2633, 1000, 2059.38, 2059.42, 2059.38, 1339, 1294, 2059.98, 2062.43, 2057.53
2016/6/17, 12:42:07.43, 2059.50, 2060.00, 2059.25, 2060.00, 3048, 1000, 2059.69, 2059.75, 2059.63, 1238, 1810, 2059.98, 2062.36, 2057.61
2016/6/17, 12:44:49.26, 2060.00, 2060.75, 2059.75, 2060.00, 2750, 1000, 2060.13, 2060.17, 2060.25, 1479, 1271, 2059.98, 2062.35, 2057.62
2016/6/17, 12:46:36.2, 2060.00, 2060.00, 2058.75, 2058.75, 2852, 1000, 2059.38, 2059.17, 2059.38, 1862, 990, 2059.87, 2062.27, 2057.46
2016/6/17, 12:48:20.33, 2058.75, 2059.00, 2058.25, 2058.50, 3007, 1000, 2058.63, 2058.58, 2058.63, 1680, 1327, 2059.74, 2062.07, 2057.40
2016/6/17, 12:49:12.58, 2058.50, 2059.25, 2058.00, 2058.50, 2529, 1000, 2058.56, 2058.58, 2058.63, 1213, 1316, 2059.62, 2062.00, 2057.24
2016/6/17, 12:51:09.20, 2058.50, 2058.75, 2057.75, 2058.00, 2623, 1000, 2058.25, 2058.17, 2058.25, 1461, 1162, 2059.46, 2061.83, 2057.09
2016/6/17, 12:53:01.19, 2058.00, 2058.50, 2057.75, 2058.00, 2649, 1000, 2058.06, 2058.08, 2058.13, 1402, 1247, 2059.33, 2061.63, 2057.02
2016/6/17, 12:55:19.7, 2058.00, 2058.75, 2057.75, 2058.00, 2863, 1000, 2058.13, 2058.17, 2058.25, 1374, 1489, 2059.20, 2061.50, 2056.90
2016/6/17, 12:57:34.53, 2058.00, 2058.25, 2057.75, 2058.00, 2704, 1000, 2058.00, 2058.00, 2058.00, 1528, 1176, 2059.08, 2061.26, 2056.91
2016/6/17, 12:59:00.66, 2058.00, 2058.75, 2058.00, 2058.50, 2629, 1000, 2058.31, 2058.42, 2058.38, 1222, 1407, 2059.03, 2061.16, 2056.90
2016/6/17, 13:00:40.11, 2058.50, 2058.75, 2057.25, 2057.25, 2639, 1000, 2057.94, 2057.75, 2058.00, 1990, 649, 2058.86, 2061.11, 2056.61
2016/6/17, 13:01:48.115, 2057.25, 2057.50, 2056.75, 2057.00, 2641, 1000, 2057.13, 2057.08, 2057.13, 1787, 854, 2058.68, 2060.88, 2056.48
2016/6/17, 13:02:10.37, 2057.00, 2057.00, 2056.00, 2056.25, 3254, 1000, 2056.56, 2056.42, 2056.50, 1685, 1569, 2058.45, 2060.65, 2056.25
2016/6/17, 13:02:28.48, 2056.25, 2057.00, 2056.25, 2057.00, 3267, 1000, 2056.63, 2056.75, 2056.63, 1134, 2133, 2058.31, 2060.46, 2056.16
2016/6/17, 13:03:29.50, 2057.00, 2057.50, 2056.75, 2057.25, 3791, 1000, 2057.13, 2057.17, 2057.13, 1931, 1860, 2058.21, 2060.32, 2056.11
2016/6/17, 13:03:59.20, 2057.25, 2057.50, 2056.75, 2056.75, 3521, 1000, 2057.06, 2057.00, 2057.13, 1661, 1860, 2058.07, 2060.14, 2056.01
2016/6/17, 13:05:11.16, 2056.75, 2057.75, 2056.50, 2057.75, 2705, 1000, 2057.19, 2057.33, 2057.13, 1119, 1586, 2058.04, 2060.18, 2055.90
2016/6/17, 13:06:45.23, 2057.75, 2058.00, 2057.50, 2058.00, 3217, 1000, 2057.81, 2057.83, 2057.75, 1838, 1379, 2058.04, 2060.07, 2056.00
2016/6/17, 13:08:06.0, 2057.75, 2059.00, 2057.75, 2058.75, 2884, 1000, 2058.31, 2058.50, 2058.38, 969, 1915, 2058.11, 2060.22, 2055.99
2016/6/17, 13:09:00.4, 2058.75, 2060.00, 2058.75, 2059.75, 3490, 1000, 2059.31, 2059.50, 2059.38, 708, 2782, 2058.26, 2060.45, 2056.08
2016/6/17, 13:09:49.66, 2059.75, 2060.00, 2059.25, 2059.25, 3523, 1000, 2059.56, 2059.50, 2059.63, 1891, 1632, 2058.36, 2060.49, 2056.22
2016/6/17, 13:11:17.8, 2059.25, 2059.25, 2058.50, 2059.00, 2996, 1000, 2059.00, 2058.92, 2058.88, 1588, 1408, 2058.42, 2060.51, 2056.33
2016/6/17, 13:13:25.29, 2059.00, 2060.25, 2059.00, 2059.75, 3063, 1000, 2059.50, 2059.67, 2059.63, 1311, 1752, 2058.54, 2060.71, 2056.38
2016/6/17, 13:14:25.46, 2059.75, 2060.00, 2059.25, 2059.50, 3058, 1000, 2059.63, 2059.58, 2059.63, 1503, 1555, 2058.64, 2060.75, 2056.52
2016/6/17, 13:15:59.54, 2059.50, 2060.50, 2059.50, 2060.50, 2817, 1000, 2060.00, 2060.17, 2060.00, 1318, 1499, 2058.81, 2060.94, 2056.68
2016/6/17, 13:17:58.1, 2060.25, 2061.00, 2060.25, 2060.50, 3072, 1000, 2060.50, 2060.58, 2060.63, 1356, 1716, 2058.97, 2061.06, 2056.89
2016/6/17, 13:19:28.26, 2060.50, 2061.00, 2060.25, 2061.00, 2991, 1000, 2060.69, 2060.75, 2060.63, 1366, 1625, 2059.17, 2061.21, 2057.12
2016/6/17, 13:21:02.21, 2061.00, 2061.25, 2060.25, 2060.75, 3188, 1000, 2060.81, 2060.75, 2060.75, 1786, 1402, 2059.32, 2061.38, 2057.25
2016/6/17, 13:22:46.0, 2060.50, 2061.00, 2060.00, 2060.50, 3162, 1000, 2060.50, 2060.50, 2060.50, 1606, 1556, 2059.43, 2061.51, 2057.35
2016/6/17, 13:24:53.2, 2060.50, 2062.00, 2060.50, 2061.75, 3037, 1000, 2061.19, 2061.42, 2061.25, 890, 2147, 2059.65, 2061.86, 2057.44
2016/6/17, 13:25:55.19, 2061.75, 2062.25, 2061.25, 2061.50, 2808, 1000, 2061.69, 2061.67, 2061.75, 1558, 1250, 2059.83, 2062.04, 2057.61
2016/6/17, 13:27:11.109, 2061.50, 2061.75, 2061.25, 2061.50, 2569, 1000, 2061.50, 2061.50, 2061.50, 1412, 1157, 2059.99, 2062.09, 2057.88
2016/6/17, 13:28:47.53, 2061.50, 2061.50, 2060.25, 2060.25, 3328, 1000, 2060.88, 2060.67, 2060.88, 2392, 936, 2060.01, 2062.19, 2057.83
2016/6/17, 13:30:00.2, 2060.25, 2060.75, 2060.00, 2060.25, 2959, 1000, 2060.31, 2060.33, 2060.38, 1390, 1569, 2060.03, 2062.16, 2057.91
2016/6/17, 13:31:10.34, 2060.25, 2061.00, 2060.25, 2060.25, 2765, 1000, 2060.44, 2060.50, 2060.63, 1533, 1232, 2060.05, 2062.14, 2057.97
2016/6/17, 13:33:16.16, 2060.25, 2060.50, 2059.50, 2059.75, 2833, 1000, 2060.00, 2059.92, 2060.00, 1780, 1053, 2060.03, 2062.13, 2057.92
2016/6/17, 13:35:28.12, 2059.75, 2060.50, 2059.75, 2059.75, 2936, 1000, 2059.94, 2060.00, 2060.13, 1222, 1714, 2060.00, 2062.06, 2057.94
2016/6/17, 13:37:34.43, 2059.75, 2060.25, 2059.50, 2060.00, 3064, 1000, 2059.88, 2059.92, 2059.88, 1080, 1984, 2060.00, 2062.02, 2057.98
2016/6/17, 13:39:23.58, 2060.00, 2061.25, 2059.75, 2061.25, 3064, 1000, 2060.56, 2060.75, 2060.50, 1187, 1877, 2060.12, 2062.28, 2057.96
2016/6/17, 13:40:57.14, 2061.25, 2062.25, 2061.00, 2061.75, 3221, 1000, 2061.56, 2061.67, 2061.63, 1456, 1765, 2060.27, 2062.50, 2058.05
2016/6/17, 13:41:53.69, 2061.75, 2062.25, 2061.25, 2061.50, 3356, 1000, 2061.69, 2061.67, 2061.75, 1743, 1613, 2060.39, 2062.62, 2058.16
2016/6/17, 13:43:07.2, 2061.50, 2061.75, 2060.50, 2060.75, 3139, 1000, 2061.13, 2061.00, 2061.13, 1755, 1384, 2060.42, 2062.71, 2058.14
2016/6/17, 13:44:41.39, 2060.75, 2061.25, 2060.75, 2061.25, 2987, 1000, 2061.00, 2061.08, 2061.00, 1330, 1657, 2060.50, 2062.67, 2058.33
2016/6/17, 13:47:01.47, 2061.25, 2061.75, 2060.75, 2061.50, 2922, 1000, 2061.31, 2061.33, 2061.25, 1261, 1661, 2060.60, 2062.78, 2058.42
2016/6/17, 13:49:18.33, 2061.50, 2062.25, 2061.50, 2062.25, 2872, 1000, 2061.88, 2062.00, 2061.88, 1175, 1697, 2060.76, 2062.88, 2058.63
2016/6/17, 13:51:03.110, 2062.25, 2063.00, 2062.25, 2062.75, 3517, 1000, 2062.56, 2062.67, 2062.63, 1217, 2300, 2060.95, 2063.03, 2058.86
2016/6/17, 13:51:22.87, 2062.75, 2063.00, 2062.50, 2062.75, 3037, 1000, 2062.75, 2062.75, 2062.75, 1123, 1914, 2061.12, 2063.11, 2059.13
2016/6/17, 13:52:42.29, 2062.75, 2063.00, 2062.25, 2062.25, 3187, 1000, 2062.56, 2062.50, 2062.63, 1788, 1399, 2061.23, 2063.18, 2059.27
2016/6/17, 13:54:26.48, 2062.25, 2062.50, 2061.00, 2061.25, 2936, 1000, 2061.75, 2061.58, 2061.75, 2335, 601, 2061.23, 2063.33, 2059.13
2016/6/17, 13:55:07.39, 2061.25, 2062.00, 2061.25, 2061.50, 2875, 1000, 2061.50, 2061.58, 2061.63, 1154, 1721, 2061.25, 2063.31, 2059.20
2016/6/17, 13:57:43.1, 2061.50, 2061.75, 2061.00, 2061.50, 2544, 1000, 2061.44, 2061.42, 2061.38, 1431, 1113, 2061.28, 2063.30, 2059.26
2016/6/17, 13:59:53.36, 2061.50, 2062.50, 2060.75, 2062.25, 2695, 1000, 2061.75, 2061.83, 2061.63, 1271, 1424, 2061.37, 2063.58, 2059.16
2016/6/17, 14:01:27.24, 2062.25, 2062.75, 2062.00, 2062.50, 2718, 1000, 2062.38, 2062.42, 2062.38, 1325, 1393, 2061.48, 2063.64, 2059.32
2016/6/17, 14:02:42.31, 2062.50, 2062.50, 2061.00, 2061.25, 2691, 1000, 2061.81, 2061.58, 2061.75, 1619, 1072, 2061.46, 2063.74, 2059.17
2016/6/17, 14:04:32.8, 2061.25, 2061.25, 2060.50, 2060.50, 3122, 1000, 2060.88, 2060.75, 2060.88, 2103, 1019, 2061.36, 2063.59, 2059.14
2016/6/17, 14:05:57.39, 2060.50, 2060.50, 2059.75, 2059.75, 3021, 1000, 2060.13, 2060.00, 2060.13, 2027, 994, 2061.21, 2063.38, 2059.04
2016/6/17, 14:06:29.209, 2059.75, 2060.50, 2059.75, 2060.00, 3106, 1000, 2060.00, 2060.08, 2060.13, 974, 2132, 2061.10, 2063.22, 2058.97
2016/6/17, 14:07:27.18, 2060.00, 2060.25, 2059.25, 2059.25, 2642, 1000, 2059.69, 2059.58, 2059.75, 1779, 863, 2060.92, 2063.05, 2058.79
2016/6/17, 14:08:37.125, 2059.25, 2060.75, 2059.00, 2060.50, 2831, 1000, 2059.88, 2060.08, 2059.88, 1030, 1801, 2060.88, 2063.19, 2058.57
2016/6/17, 14:10:00.4, 2060.50, 2061.75, 2060.50, 2061.25, 2898, 1000, 2061.00, 2061.17, 2061.13, 1193, 1705, 2060.92, 2063.28, 2058.55
2016/6/17, 14:10:30.4, 2061.25, 2062.00, 2061.00, 2061.50, 2814, 1000, 2061.44, 2061.50, 2061.50, 1068, 1746, 2060.97, 2063.32, 2058.62
2016/6/17, 14:12:16.11, 2061.50, 2061.75, 2060.50, 2061.75, 2394, 1000, 2061.38, 2061.33, 2061.13, 1226, 1168, 2061.04, 2063.44, 2058.65
2016/6/17, 14:14:31.23, 2061.75, 2062.25, 2061.00, 2062.00, 2317, 1000, 2061.75, 2061.75, 2061.63, 1132, 1185, 2061.14, 2063.58, 2058.70
2016/6/17, 14:16:00.8, 2062.00, 2062.75, 2061.75, 2062.50, 2608, 1000, 2062.25, 2062.33, 2062.25, 1184, 1424, 2061.27, 2063.69, 2058.84
2016/6/17, 14:16:56.6, 2062.50, 2062.50, 2061.75, 2062.00, 2687, 1000, 2062.19, 2062.08, 2062.13, 1514, 1173, 2061.34, 2063.68, 2058.99
2016/6/17, 14:18:23.16, 2062.00, 2062.00, 2060.75, 2060.75, 2620, 1000, 2061.38, 2061.17, 2061.38, 1583, 1037, 2061.28, 2063.67, 2058.89
2016/6/17, 14:19:48.73, 2060.75, 2061.25, 2060.50, 2060.75, 2820, 1000, 2060.81, 2060.83, 2060.88, 1293, 1527, 2061.23, 2063.55, 2058.91
2016/6/17, 14:21:21.0, 2060.75, 2061.00, 2060.00, 2061.00, 2421, 1000, 2060.69, 2060.67, 2060.50, 1077, 1344, 2061.21, 2063.52, 2058.89
2016/6/17, 14:22:48.4, 2061.00, 2062.50, 2060.75, 2062.50, 4096, 1000, 2061.69, 2061.92, 2061.63, 791, 3305, 2061.33, 2063.81, 2058.85
2016/6/17, 14:23:13.751, 2062.25, 2062.75, 2062.25, 2062.50, 3295, 1000, 2062.44, 2062.50, 2062.50, 1572, 1723, 2061.44, 2063.79, 2059.10
2016/6/17, 14:23:20.24, 2062.50, 2063.25, 2062.50, 2063.00, 2560, 1000, 2062.81, 2062.92, 2062.88, 957, 1603, 2061.59, 2063.87, 2059.31
2016/6/17, 14:23:46.17, 2063.00, 2063.00, 2061.75, 2061.75, 2423, 1000, 2062.38, 2062.17, 2062.38, 1590, 833, 2061.61, 2063.94, 2059.27
2016/6/17, 14:25:14.15, 2061.75, 2063.00, 2061.75, 2063.00, 2428, 1000, 2062.38, 2062.58, 2062.38, 979, 1449, 2061.74, 2064.12, 2059.36
2016/6/17, 14:26:59.119, 2063.00, 2063.25, 2062.25, 2063.25, 2371, 1000, 2062.94, 2062.92, 2062.75, 1212, 1159, 2061.88, 2064.25, 2059.52
2016/6/17, 14:28:20.1, 2063.25, 2063.50, 2062.25, 2063.25, 3033, 1000, 2063.06, 2063.00, 2062.88, 1417, 1616, 2062.01, 2064.42, 2059.60
2016/6/17, 14:29:40.65, 2063.25, 2063.50, 2062.75, 2062.75, 3298, 1000, 2063.06, 2063.00, 2063.13, 1751, 1547, 2062.08, 2064.42, 2059.74
2016/6/17, 14:30:12.38, 2062.75, 2063.25, 2062.25, 2063.25, 2775, 1000, 2062.88, 2062.92, 2062.75, 1350, 1425, 2062.19, 2064.52, 2059.86
2016/6/17, 14:31:30.45, 2063.25, 2064.00, 2063.00, 2064.00, 3458, 1000, 2063.56, 2063.67, 2063.50, 880, 2578, 2062.37, 2064.69, 2060.04
2016/6/17, 14:32:24.264, 2064.00, 2064.50, 2063.75, 2064.25, 3376, 1000, 2064.13, 2064.17, 2064.13, 1621, 1755, 2062.55, 2064.80, 2060.29
2016/6/17, 14:32:59.6, 2064.25, 2065.00, 2064.00, 2064.75, 4458, 1000, 2064.50, 2064.58, 2064.50, 1422, 3036, 2062.76, 2065.01, 2060.50
2016/6/17, 14:33:31.7, 2064.75, 2065.50, 2064.50, 2064.50, 3168, 1000, 2064.81, 2064.83, 2065.00, 1521, 1647, 2062.92, 2065.18, 2060.67
2016/6/17, 14:34:14.38, 2064.50, 2065.25, 2064.25, 2065.25, 3094, 1000, 2064.81, 2064.92, 2064.75, 1565, 1529, 2063.14, 2065.40, 2060.89
2016/6/17, 14:35:40.1, 2065.25, 2065.50, 2064.75, 2064.75, 3573, 1000, 2065.06, 2065.00, 2065.13, 2269, 1304, 2063.30, 2065.50, 2061.10
2016/6/17, 14:36:44.43, 2064.75, 2065.00, 2064.00, 2064.50, 2578, 1000, 2064.56, 2064.50, 2064.50, 1581, 997, 2063.41, 2065.62, 2061.21
2016/6/17, 14:38:09.5, 2064.50, 2064.75, 2064.00, 2064.50, 2853, 1000, 2064.44, 2064.42, 2064.38, 1386, 1467, 2063.51, 2065.67, 2061.36
2016/6/17, 14:40:21.36, 2064.50, 2064.75, 2063.25, 2063.25, 3171, 1000, 2063.94, 2063.75, 2064.00, 2021, 1150, 2063.49, 2065.76, 2061.21
2016/6/17, 14:41:54.103, 2063.25, 2064.00, 2063.00, 2064.00, 3251, 1000, 2063.56, 2063.67, 2063.50, 1667, 1584, 2063.54, 2065.81, 2061.27
2016/6/17, 14:42:33.24, 2064.00, 2064.50, 2063.75, 2064.25, 3060, 1000, 2064.13, 2064.17, 2064.13, 1588, 1472, 2063.61, 2065.82, 2061.39
2016/6/17, 14:43:51.6, 2064.25, 2065.50, 2064.25, 2065.50, 4349, 1000, 2064.88, 2065.08, 2064.88, 932, 3417, 2063.79, 2066.06, 2061.51
2016/6/17, 14:44:26.52, 2065.50, 2066.25, 2065.25, 2065.25, 3270, 1000, 2065.56, 2065.58, 2065.75, 1385, 1885, 2063.93, 2066.20, 2061.65
2016/6/17, 14:44:44.112, 2065.25, 2065.75, 2064.75, 2065.50, 3952, 1000, 2065.31, 2065.33, 2065.25, 2228, 1724, 2064.08, 2066.35, 2061.81
2016/6/17, 14:45:31.291, 2065.50, 2065.50, 2064.75, 2064.75, 4925, 1000, 2065.13, 2065.00, 2065.13, 3376, 1549, 2064.14, 2066.35, 2061.93
2016/6/17, 14:47:05.68, 2064.75, 2065.25, 2064.50, 2065.25, 3301, 1000, 2064.94, 2065.00, 2064.88, 1427, 1874, 2064.25, 2066.40, 2062.09
2016/6/17, 14:49:01.88, 2065.25, 2065.75, 2065.00, 2065.50, 4060, 1000, 2065.38, 2065.42, 2065.38, 2505, 1555, 2064.37, 2066.48, 2062.25
2016/6/17, 14:50:35.4, 2065.50, 2065.75, 2065.00, 2065.75, 3722, 1000, 2065.50, 2065.50, 2065.38, 1647, 2075, 2064.50, 2066.57, 2062.43
2016/6/17, 14:52:23.4, 2065.75, 2065.75, 2065.00, 2065.00, 3334, 1000, 2065.38, 2065.25, 2065.38, 1840, 1494, 2064.54, 2066.58, 2062.51
2016/6/17, 14:53:59.4, 2065.00, 2065.50, 2065.00, 2065.25, 3208, 1000, 2065.19, 2065.25, 2065.25, 1856, 1352, 2064.61, 2066.55, 2062.67
2016/6/17, 14:55:44.35, 2065.25, 2065.50, 2064.50, 2064.50, 2699, 1000, 2064.94, 2064.83, 2065.00, 1749, 950, 2064.60, 2066.57, 2062.63
2016/6/17, 14:57:35.0, 2064.50, 2064.75, 2064.00, 2064.50, 3767, 1000, 2064.44, 2064.42, 2064.38, 2349, 1418, 2064.59, 2066.53, 2062.65
2016/6/17, 14:59:03.37, 2064.50, 2065.25, 2064.25, 2064.75, 2666, 1000, 2064.69, 2064.75, 2064.75, 1286, 1380, 2064.61, 2066.58, 2062.63
2016/6/17, 15:00:49.47, 2064.75, 2065.00, 2064.00, 2064.00, 2948, 1000, 2064.44, 2064.33, 2064.50, 2281, 667, 2064.55, 2066.55, 2062.55
2016/6/17, 15:03:23.54, 2064.00, 2064.50, 2064.00, 2064.00, 3173, 1000, 2064.13, 2064.17, 2064.25, 2411, 762, 2064.50, 2066.41, 2062.58
2016/6/17, 15:05:54.15, 2064.00, 2064.00, 2063.50, 2063.75, 3754, 1000, 2063.81, 2063.75, 2063.75, 2282, 1472, 2064.43, 2066.26, 2062.59
2016/6/17, 15:07:54.15, 2063.75, 2064.00, 2063.25, 2063.50, 3359, 1000, 2063.63, 2063.58, 2063.63, 1971, 1388, 2064.34, 2066.16, 2062.52
2016/6/17, 15:10:53.7, 2063.50, 2063.50, 2062.75, 2063.00, 3804, 1000, 2063.19, 2063.08, 2063.13, 2749, 1055, 2064.21, 2066.02, 2062.40
2016/6/17, 15:11:50.18, 2063.00, 2064.00, 2062.75, 2063.50, 2910, 1000, 2063.31, 2063.42, 2063.38, 1239, 1671, 2064.14, 2066.05, 2062.24
2016/6/17, 15:13:21.36, 2063.50, 2064.25, 2063.00, 2063.00, 3120, 1000, 2063.44, 2063.42, 2063.63, 1671, 1449, 2064.03, 2066.03, 2062.04
2016/6/17, 15:15:18.9, 2063.00, 2063.25, 2062.50, 2062.75, 3112, 1000, 2062.88, 2062.83, 2062.88, 2410, 702, 2063.91, 2065.88, 2061.94
2016/6/17, 15:16:14.2, 2062.75, 2063.00, 2062.00, 2062.00, 2938, 1000, 2062.44, 2062.33, 2062.50, 2034, 904, 2063.73, 2065.72, 2061.73
2016/6/17, 15:17:19.21, 2062.00, 2062.50, 2061.25, 2062.00, 3748, 1000, 2061.94, 2061.92, 2061.88, 2474, 1274, 2063.56, 2065.64, 2061.49
2016/6/17, 15:17:52.82, 2062.00, 2062.25, 2061.25, 2061.75, 3507, 1000, 2061.81, 2061.75, 2061.75, 2139, 1368, 2063.39, 2065.49, 2061.30
2016/6/17, 15:18:35.1, 2061.75, 2062.75, 2061.50, 2062.50, 3373, 1000, 2062.13, 2062.25, 2062.13, 1456, 1917, 2063.31, 2065.47, 2061.14
2016/6/17, 15:19:55.54, 2062.50, 2063.25, 2062.50, 2062.75, 3307, 1000, 2062.75, 2062.83, 2062.88, 2035, 1272, 2063.25, 2065.37, 2061.14
2016/6/17, 15:21:04.23, 2062.75, 2063.00, 2062.00, 2063.00, 2866, 1000, 2062.69, 2062.67, 2062.50, 1344, 1522, 2063.23, 2065.36, 2061.10
2016/6/17, 15:22:31.14, 2063.00, 2063.25, 2062.50, 2062.75, 3165, 1000, 2062.88, 2062.83, 2062.88, 1845, 1320, 2063.18, 2065.27, 2061.10
2016/6/17, 15:24:22.26, 2062.75, 2063.50, 2062.25, 2063.25, 2754, 1000, 2062.94, 2063.00, 2062.88, 1029, 1725, 2063.19, 2065.35, 2061.03
2016/6/17, 15:26:50.18, 2063.25, 2063.50, 2062.00, 2062.25, 2718, 1000, 2062.75, 2062.58, 2062.75, 1580, 1138, 2063.10, 2065.38, 2060.82
2016/6/17, 15:28:39.5, 2062.25, 2063.00, 2062.25, 2062.75, 2788, 1000, 2062.56, 2062.67, 2062.63, 1057, 1731, 2063.07, 2065.29, 2060.85
2016/6/17, 15:29:53.41, 2062.75, 2062.75, 2061.25, 2061.75, 2560, 1000, 2062.13, 2061.92, 2062.00, 1661, 899, 2062.94, 2065.28, 2060.60
2016/6/17, 15:31:00.7, 2061.50, 2062.75, 2061.50, 2062.25, 2571, 1000, 2062.00, 2062.17, 2062.13, 1265, 1306, 2062.88, 2065.26, 2060.49
2016/6/17, 15:32:02.174, 2062.25, 2063.25, 2062.00, 2062.75, 2910, 1000, 2062.56, 2062.67, 2062.63, 1232, 1678, 2062.86, 2065.29, 2060.44
2016/6/17, 15:33:19.42, 2062.75, 2063.00, 2062.25, 2062.25, 3103, 1000, 2062.56, 2062.50, 2062.63, 1911, 1192, 2062.81, 2065.16, 2060.45
2016/6/17, 15:34:40.5, 2062.25, 2063.50, 2062.25, 2063.00, 3014, 1000, 2062.75, 2062.92, 2062.88, 1355, 1659, 2062.82, 2065.22, 2060.42
2016/6/17, 15:35:37.35, 2063.00, 2063.25, 2062.50, 2062.50, 3804, 1000, 2062.81, 2062.75, 2062.88, 2334, 1470, 2062.79, 2065.12, 2060.47
2016/6/17, 15:36:04.114, 2062.50, 2062.50, 2061.75, 2062.25, 3175, 1000, 2062.25, 2062.17, 2062.13, 1897, 1278, 2062.74, 2065.01, 2060.48
2016/6/17, 15:36:53.2, 2062.25, 2062.50, 2062.00, 2062.25, 2754, 1000, 2062.25, 2062.25, 2062.25, 1298, 1456, 2062.69, 2064.84, 2060.54
2016/6/17, 15:38:27.23, 2062.25, 2062.50, 2061.50, 2061.75, 3012, 1000, 2062.00, 2061.92, 2062.00, 1859, 1153, 2062.60, 2064.76, 2060.44
2016/6/17, 15:40:22.2, 2061.75, 2061.75, 2061.00, 2061.25, 2876, 1000, 2061.44, 2061.33, 2061.38, 1851, 1025, 2062.48, 2064.59, 2060.36
2016/6/17, 15:41:25.0, 2061.00, 2061.25, 2060.00, 2060.25, 3675, 1000, 2060.63, 2060.50, 2060.63, 2689, 986, 2062.26, 2064.45, 2060.08
2016/6/17, 15:41:33.383, 2060.25, 2061.25, 2060.00, 2061.25, 3603, 1000, 2060.69, 2060.83, 2060.63, 1496, 2107, 2062.17, 2064.41, 2059.92
2016/6/17, 15:41:52.5, 2061.00, 2061.50, 2061.00, 2061.00, 2930, 1000, 2061.13, 2061.17, 2061.25, 1629, 1301, 2062.06, 2064.19, 2059.92
