Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Vol, Ask Vol, Keltner Average, Top, Bottom
2016/6/10, 08:15:13.20, 2092.50, 2093.00, 2092.00, 2092.00, 2579, 1000, 2092.38, 2092.33, 2092.50, 1300, 1279, 2092.99, 2095.61, 2090.37
2016/6/10, 08:25:48.25, 2092.00, 2092.50, 2091.50, 2092.25, 2966, 1000, 2092.06, 2092.08, 2092.00, 1376, 1590, 2092.92, 2095.50, 2090.33
2016/6/10, 08:30:26.87, 2092.25, 2092.25, 2091.75, 2091.75, 2652, 1000, 2092.00, 2091.92, 2092.00, 1513, 1139, 2092.80, 2095.24, 2090.37
2016/6/10, 08:37:03.70, 2091.75, 2092.00, 2090.50, 2090.50, 2543, 1000, 2091.19, 2091.00, 2091.25, 1843, 700, 2092.59, 2095.12, 2090.05
2016/6/10, 08:40:11.232, 2090.50, 2091.00, 2090.25, 2090.50, 2647, 1000, 2090.56, 2090.58, 2090.63, 1493, 1154, 2092.39, 2094.83, 2089.94
2016/6/10, 08:42:52.13, 2090.50, 2090.75, 2089.50, 2090.25, 2772, 1000, 2090.25, 2090.17, 2090.13, 1864, 908, 2092.18, 2094.67, 2089.70
2016/6/10, 08:45:12.0, 2090.25, 2091.00, 2090.00, 2090.50, 2349, 1000, 2090.44, 2090.50, 2090.50, 1130, 1219, 2092.02, 2094.48, 2089.56
2016/6/10, 08:49:49.92, 2090.50, 2090.75, 2089.50, 2089.50, 2489, 1000, 2090.06, 2089.92, 2090.13, 1843, 646, 2091.78, 2094.28, 2089.29
2016/6/10, 08:53:31.26, 2089.50, 2090.00, 2089.25, 2089.50, 2627, 1000, 2089.56, 2089.58, 2089.63, 1355, 1272, 2091.57, 2093.98, 2089.15
2016/6/10, 08:57:25.22, 2089.50, 2090.25, 2089.25, 2090.00, 2788, 1000, 2089.75, 2089.83, 2089.75, 1354, 1434, 2091.42, 2093.81, 2089.02
2016/6/10, 09:02:55.27, 2090.00, 2090.25, 2089.50, 2090.00, 2775, 1000, 2089.94, 2089.92, 2089.88, 1393, 1382, 2091.28, 2093.61, 2088.95
2016/6/10, 09:07:19.0, 2089.75, 2090.00, 2088.75, 2089.00, 2554, 1000, 2089.38, 2089.25, 2089.38, 1629, 925, 2091.06, 2093.44, 2088.69
2016/6/10, 09:11:54.2, 2089.00, 2089.50, 2088.75, 2089.25, 2775, 1000, 2089.13, 2089.17, 2089.13, 1202, 1573, 2090.89, 2093.20, 2088.58
2016/6/10, 09:14:44.63, 2089.25, 2089.50, 2088.75, 2089.50, 2426, 1000, 2089.25, 2089.25, 2089.13, 1003, 1423, 2090.76, 2093.00, 2088.51
2016/6/10, 09:20:58.19, 2089.50, 2089.75, 2089.00, 2089.25, 2609, 1000, 2089.38, 2089.33, 2089.38, 1374, 1235, 2090.61, 2092.80, 2088.43
2016/6/10, 09:27:25.11, 2089.25, 2090.00, 2089.25, 2089.75, 2676, 1000, 2089.56, 2089.67, 2089.63, 1243, 1433, 2090.53, 2092.67, 2088.39
2016/6/10, 09:29:50.68, 2089.75, 2090.50, 2089.00, 2089.25, 3225, 1000, 2089.63, 2089.58, 2089.75, 1538, 1687, 2090.41, 2092.67, 2088.15
2016/6/10, 09:30:04.26, 2089.25, 2090.25, 2089.00, 2090.00, 3249, 1000, 2089.63, 2089.75, 2089.63, 1413, 1836, 2090.37, 2092.69, 2088.05
2016/6/10, 09:30:17.14, 2090.00, 2090.50, 2090.00, 2090.25, 2719, 1000, 2090.19, 2090.25, 2090.25, 1138, 1581, 2090.36, 2092.56, 2088.16
2016/6/10, 09:30:36.8, 2090.25, 2090.25, 2089.75, 2090.25, 3229, 1000, 2090.13, 2090.08, 2090.00, 1517, 1712, 2090.35, 2092.44, 2088.26
2016/6/10, 09:30:56.43, 2090.25, 2090.75, 2090.00, 2090.50, 3291, 1000, 2090.38, 2090.42, 2090.38, 1286, 2005, 2090.36, 2092.41, 2088.31
2016/6/10, 09:31:35.26, 2090.50, 2091.00, 2090.25, 2091.00, 2904, 1000, 2090.69, 2090.75, 2090.63, 1155, 1749, 2090.42, 2092.44, 2088.41
