Date, Time, Open, High, Low, Last, Volume, # of Trades, OHLC Avg, HLC Avg, HL Avg, Bid Vol, Ask Vol, Keltner Average, Top, Bottom, Volume
2016/3/11, 05:10:00.0, 1999.50, 1999.75, 1998.00, 1999.25, 852, 461, 1999.13, 1999.00, 1998.88, 465, 387, 1997.40, 2001.73, 1993.07, 852
2016/3/11, 05:15:00.0, 1999.25, 2000.25, 1999.00, 1999.50, 889, 506, 1999.50, 1999.58, 1999.63, 470, 419, 1997.60, 2001.78, 1993.43, 889
2016/3/11, 05:20:00.0, 1999.75, 2002.00, 1999.50, 2001.25, 1991, 1094, 2000.63, 2000.92, 2000.75, 810, 1181, 1997.95, 2002.27, 1993.63, 1991
2016/3/11, 05:25:00.0, 2001.00, 2001.25, 2000.25, 2001.00, 759, 504, 2000.88, 2000.83, 2000.75, 383, 376, 1998.24, 2002.36, 1994.13, 759
2016/3/11, 05:30:00.0, 2001.00, 2001.75, 1999.50, 2000.25, 1201, 670, 2000.63, 2000.50, 2000.63, 578, 623, 1998.43, 2002.64, 1994.22, 1201
2016/3/11, 05:35:00.0, 2000.25, 2001.00, 1999.75, 2000.75, 510, 352, 2000.44, 2000.50, 2000.38, 248, 262, 1998.65, 2002.72, 1994.58, 510
2016/3/11, 05:40:00.0, 2000.50, 2000.75, 2000.00, 2000.25, 835, 411, 2000.38, 2000.33, 2000.38, 500, 335, 1998.81, 2002.64, 1994.97, 835
2016/3/11, 05:45:00.0, 2000.25, 2000.75, 1999.50, 1999.50, 910, 526, 2000.00, 1999.92, 2000.13, 556, 354, 1998.87, 2002.60, 1995.14, 910
2016/3/11, 05:50:00.0, 1999.50, 2000.25, 1998.75, 1999.50, 852, 563, 1999.50, 1999.50, 1999.50, 388, 464, 1998.93, 2002.63, 1995.24, 852
2016/3/11, 05:55:00.0, 1999.75, 2001.00, 1998.75, 2001.00, 1969, 782, 2000.13, 2000.25, 1999.88, 1145, 824, 1999.13, 2002.96, 1995.30, 1969
2016/3/11, 06:00:00.0, 2001.00, 2001.25, 2000.00, 2000.00, 823, 361, 2000.56, 2000.42, 2000.63, 567, 256, 1999.21, 2002.94, 1995.48, 823
2016/3/11, 06:05:00.0, 2000.25, 2001.25, 1999.00, 2000.75, 1110, 640, 2000.31, 2000.33, 2000.13, 510, 600, 1999.36, 2003.22, 1995.50, 1110
2016/3/11, 06:10:00.0, 2000.50, 2001.50, 2000.25, 2000.25, 945, 551, 2000.63, 2000.67, 2000.88, 462, 483, 1999.44, 2003.20, 1995.69, 945
2016/3/11, 06:15:00.0, 2000.50, 2000.75, 1999.25, 2000.00, 922, 521, 2000.13, 2000.00, 2000.00, 467, 455, 1999.50, 2003.22, 1995.78, 922
2016/3/11, 06:20:00.0, 2000.00, 2001.25, 1999.75, 2000.75, 1135, 580, 2000.44, 2000.58, 2000.50, 454, 681, 1999.62, 2003.30, 1995.93, 1135
2016/3/11, 06:25:00.0, 2000.50, 2001.75, 2000.50, 2001.25, 1010, 530, 2001.00, 2001.17, 2001.13, 340, 670, 1999.77, 2003.37, 1996.17, 1010
2016/3/11, 06:30:00.0, 2001.50, 2002.25, 2000.75, 2001.00, 888, 472, 2001.38, 2001.33, 2001.50, 389, 499, 1999.89, 2003.46, 1996.31, 888
2016/3/11, 06:35:00.0, 2001.00, 2001.00, 1997.75, 1998.25, 1579, 790, 1999.50, 1999.00, 1999.38, 973, 606, 1999.73, 2003.68, 1995.78, 1579
2016/3/11, 06:40:00.0, 1998.50, 1999.25, 1998.00, 1998.25, 945, 445, 1998.50, 1998.50, 1998.63, 408, 537, 1999.59, 2003.43, 1995.76, 945
2016/3/11, 06:45:00.0, 1998.25, 1998.25, 1997.50, 1997.75, 1263, 584, 1997.94, 1997.83, 1997.88, 643, 620, 1999.42, 2003.04, 1995.79, 1263
2016/3/11, 06:50:00.0, 1997.50, 1999.00, 1997.25, 1998.50, 1627, 719, 1998.06, 1998.25, 1998.13, 916, 711, 1999.33, 2002.98, 1995.68, 1627
2016/3/11, 06:55:00.0, 1998.50, 1999.00, 1997.75, 1998.00, 362, 245, 1998.31, 1998.25, 1998.38, 211, 151, 1999.20, 2002.77, 1995.63, 362
2016/3/11, 07:00:00.0, 1997.75, 1998.25, 1997.50, 1997.75, 1324, 712, 1997.81, 1997.83, 1997.88, 677, 647, 1999.06, 2002.44, 1995.68, 1324
2016/3/11, 07:05:00.0, 1997.75, 1998.25, 1997.25, 1997.75, 741, 409, 1997.75, 1997.75, 1997.75, 426, 315, 1998.94, 2002.21, 1995.67, 741
2016/3/11, 07:10:00.0, 1997.75, 1998.50, 1997.25, 1997.50, 1176, 584, 1997.75, 1997.75, 1997.88, 590, 586, 1998.80, 2002.02, 1995.58, 1176
2016/3/11, 07:15:00.0, 1997.25, 1998.25, 1997.25, 1998.25, 1017, 403, 1997.75, 1997.92, 1997.75, 321, 696, 1998.75, 2001.87, 1995.62, 1017
2016/3/11, 07:20:00.0, 1998.25, 1998.50, 1997.75, 1998.00, 934, 507, 1998.13, 1998.08, 1998.13, 664, 270, 1998.68, 2001.66, 1995.70, 934
2016/3/11, 07:25:00.0, 1997.75, 1998.50, 1997.50, 1998.25, 1964, 644, 1998.00, 1998.08, 1998.00, 1212, 752, 1998.64, 2001.55, 1995.73, 1964
2016/3/11, 07:30:00.0, 1998.25, 1998.75, 1997.75, 1998.50, 1844, 851, 1998.31, 1998.33, 1998.25, 1074, 770, 1998.62, 2001.47, 1995.78, 1844
2016/3/11, 07:35:00.0, 1998.50, 1999.00, 1997.75, 1998.00, 1621, 742, 1998.31, 1998.25, 1998.38, 832, 789, 1998.56, 2001.40, 1995.73, 1621
2016/3/11, 07:40:00.0, 1998.00, 1998.75, 1997.25, 1998.00, 1521, 608, 1998.00, 1998.00, 1998.00, 793, 728, 1998.51, 2001.40, 1995.62, 1521
2016/3/11, 07:45:00.0, 1998.25, 1998.25, 1996.50, 1996.75, 2646, 1127, 1997.44, 1997.17, 1997.38, 1538, 1108, 1998.34, 2001.34, 1995.35, 2646
2016/3/11, 07:50:00.0, 1996.75, 1997.50, 1996.50, 1997.50, 2134, 853, 1997.06, 1997.17, 1997.00, 1013, 1121, 1998.26, 2001.19, 1995.34, 2134
2016/3/11, 07:55:00.0, 1997.50, 1998.00, 1997.00, 1998.00, 1119, 490, 1997.63, 1997.67, 1997.50, 619, 500, 1998.24, 2001.09, 1995.38, 1119
2016/3/11, 08:00:00.0, 1997.75, 1998.50, 1997.00, 1998.25, 2284, 1026, 1997.88, 1997.92, 1997.75, 1081, 1203, 1998.24, 2001.15, 1995.33, 2284
2016/3/11, 08:05:00.0, 1998.00, 1998.50, 1997.75, 1998.50, 1205, 625, 1998.19, 1998.25, 1998.13, 584, 621, 1998.26, 2001.05, 1995.48, 1205
2016/3/11, 08:10:00.0, 1998.50, 1999.25, 1998.25, 1998.50, 3028, 1148, 1998.63, 1998.67, 1998.75, 1342, 1686, 1998.29, 2001.02, 1995.55, 3028
2016/3/11, 08:15:00.0, 1998.50, 2000.00, 1997.50, 1997.50, 5119, 1957, 1998.38, 1998.33, 1998.75, 2374, 2745, 1998.21, 2001.23, 1995.19, 5119
2016/3/11, 08:20:00.0, 1997.50, 1998.25, 1997.00, 1997.25, 2063, 1079, 1997.50, 1997.50, 1997.63, 1141, 922, 1998.12, 2001.12, 1995.12, 2063
2016/3/11, 08:25:00.0, 1997.25, 1997.50, 1996.00, 1997.00, 1709, 773, 1996.94, 1996.83, 1996.75, 884, 825, 1998.01, 2001.05, 1994.98, 1709
2016/3/11, 08:30:00.0, 1996.75, 1997.50, 1995.50, 1997.25, 3210, 1469, 1996.75, 1996.75, 1996.50, 1701, 1509, 1997.94, 2001.12, 1994.76, 3210
2016/3/11, 08:35:00.0, 1997.00, 1997.50, 1996.00, 1996.25, 3489, 1664, 1996.69, 1996.58, 1996.75, 1992, 1497, 1997.78, 2000.98, 1994.58, 3489
2016/3/11, 08:40:00.0, 1996.25, 1996.25, 1995.00, 1995.25, 3230, 1389, 1995.69, 1995.50, 1995.63, 2132, 1098, 1997.54, 2000.70, 1994.37, 3230
2016/3/11, 08:45:00.0, 1995.25, 1996.50, 1995.00, 1996.50, 3094, 1437, 1995.81, 1996.00, 1995.75, 1617, 1477, 1997.44, 2000.63, 1994.25, 3094
2016/3/11, 08:50:00.0, 1996.50, 1997.00, 1995.75, 1996.00, 2276, 951, 1996.31, 1996.25, 1996.38, 1296, 980, 1997.30, 2000.45, 1994.16, 2276
2016/3/11, 08:55:00.0, 1996.00, 1996.75, 1995.75, 1996.75, 1794, 951, 1996.31, 1996.42, 1996.25, 831, 963, 1997.25, 2000.31, 1994.19, 1794
2016/3/11, 09:00:00.0, 1996.75, 1997.75, 1996.50, 1997.50, 2280, 1085, 1997.13, 1997.25, 1997.13, 1009, 1271, 1997.27, 2000.31, 1994.24, 2280
2016/3/11, 09:05:00.0, 1997.50, 1998.75, 1997.50, 1998.25, 2612, 1251, 1998.00, 1998.17, 1998.13, 1270, 1342, 1997.37, 2000.38, 1994.36, 2612
2016/3/11, 09:10:00.0, 1998.50, 1999.00, 1997.50, 1998.25, 2203, 1085, 1998.31, 1998.25, 1998.25, 1155, 1048, 1997.45, 2000.50, 1994.40, 2203
2016/3/11, 09:15:00.0, 1998.25, 1998.25, 1997.00, 1997.00, 1824, 999, 1997.63, 1997.42, 1997.63, 1142, 682, 1997.41, 2000.43, 1994.38, 1824
2016/3/11, 09:20:00.0, 1997.00, 1997.25, 1996.25, 1997.00, 1869, 870, 1996.88, 1996.83, 1996.75, 896, 973, 1997.37, 2000.32, 1994.42, 1869
2016/3/11, 09:25:00.0, 1996.75, 1997.50, 1996.50, 1997.25, 2865, 1207, 1997.00, 1997.08, 1997.00, 1392, 1473, 1997.36, 2000.24, 1994.48, 2865
2016/3/11, 09:30:00.0, 1997.00, 1999.50, 1995.75, 1999.25, 41673, 16450, 1997.88, 1998.17, 1997.63, 19927, 21746, 1997.54, 2000.97, 1994.11, 41673
2016/3/11, 09:35:00.0, 1999.00, 2000.75, 1997.50, 2000.25, 34793, 15208, 1999.38, 1999.50, 1999.13, 17353, 17440, 1997.80, 2001.62, 1993.98, 34793
2016/3/11, 09:40:00.0, 2000.25, 2000.75, 1998.25, 2000.50, 26214, 11680, 1999.94, 1999.83, 1999.50, 13390, 12824, 1998.05, 2002.06, 1994.05, 26214
2016/3/11, 09:45:00.0, 2000.50, 2001.00, 1998.00, 1998.75, 25607, 11769, 1999.56, 1999.25, 1999.50, 13211, 12396, 1998.12, 2002.40, 1993.84, 25607
2016/3/11, 09:50:00.0, 1998.50, 2001.50, 1998.50, 2001.00, 28172, 12692, 1999.88, 2000.33, 2000.00, 13398, 14774, 1998.39, 2002.92, 1993.87, 28172
2016/3/11, 09:55:00.0, 2001.00, 2001.25, 1999.00, 1999.50, 22709, 10654, 2000.19, 1999.92, 2000.13, 11593, 11116, 1998.50, 2003.08, 1993.92, 22709
2016/3/11, 10:00:00.0, 1999.50, 2001.00, 1998.00, 1999.00, 18964, 8808, 1999.38, 1999.33, 1999.50, 10184, 8780, 1998.55, 2003.34, 1993.75, 18964
2016/3/11, 10:05:00.0, 1999.00, 2000.00, 1996.00, 1996.50, 17082, 8434, 1997.88, 1997.50, 1998.00, 9669, 7413, 1998.35, 2003.57, 1993.14, 17082
2016/3/11, 10:10:00.0, 1996.50, 1998.50, 1996.25, 1998.00, 14040, 6340, 1997.31, 1997.58, 1997.38, 6620, 7420, 1998.32, 2003.52, 1993.12, 14040
2016/3/11, 10:15:00.0, 1997.75, 1999.75, 1997.00, 1999.50, 11557, 5793, 1998.50, 1998.75, 1998.38, 5037, 6520, 1998.43, 2003.73, 1993.13, 11557
2016/3/11, 10:20:00.0, 1999.50, 2000.00, 1998.00, 1999.50, 11438, 5239, 1999.25, 1999.17, 1999.00, 6179, 5259, 1998.53, 2003.75, 1993.31, 11438
2016/3/11, 10:25:00.0, 1999.50, 1999.75, 1998.00, 1999.50, 12069, 5655, 1999.19, 1999.08, 1998.88, 6836, 5233, 1998.63, 2003.72, 1993.53, 12069
2016/3/11, 10:30:00.0, 1999.75, 2003.00, 1999.50, 2002.50, 20899, 9236, 2001.19, 2001.67, 2001.25, 9238, 11661, 1998.99, 2004.36, 1993.63, 20899
2016/3/11, 10:35:00.0, 2002.25, 2004.25, 2002.00, 2003.00, 28611, 11302, 2002.88, 2003.08, 2003.13, 14022, 14589, 1999.38, 2004.71, 1994.04, 28611
2016/3/11, 10:40:00.0, 2003.00, 2005.25, 2003.00, 2003.75, 22963, 9647, 2003.75, 2004.00, 2004.13, 10661, 12302, 1999.79, 2005.10, 1994.48, 22963
2016/3/11, 10:45:00.0, 2003.75, 2005.00, 2003.25, 2003.75, 19474, 8139, 2003.94, 2004.00, 2004.13, 10189, 9285, 2000.17, 2005.34, 1995.00, 19474
2016/3/11, 10:50:00.0, 2003.50, 2004.00, 2001.50, 2003.25, 18422, 7904, 2003.06, 2002.92, 2002.75, 9888, 8534, 2000.46, 2005.68, 1995.24, 18422
2016/3/11, 10:55:00.0, 2003.25, 2003.25, 2001.25, 2002.75, 12183, 5700, 2002.63, 2002.42, 2002.25, 6166, 6017, 2000.68, 2005.83, 1995.53, 12183
2016/3/11, 11:00:00.0, 2002.75, 2004.25, 2002.25, 2004.00, 16041, 7064, 2003.31, 2003.50, 2003.25, 7346, 8695, 2001.00, 2006.08, 1995.91, 16041
2016/3/11, 11:05:00.0, 2004.00, 2005.25, 2003.25, 2005.25, 14123, 6235, 2004.44, 2004.58, 2004.25, 6828, 7295, 2001.40, 2006.43, 1996.38, 14123
2016/3/11, 11:10:00.0, 2005.25, 2006.25, 2004.75, 2005.25, 15251, 6179, 2005.38, 2005.42, 2005.50, 6933, 8318, 2001.77, 2006.63, 1996.91, 15251
2016/3/11, 11:15:00.0, 2005.25, 2007.25, 2005.00, 2006.75, 16766, 6458, 2006.06, 2006.33, 2006.13, 7201, 9565, 2002.24, 2007.12, 1997.36, 16766
2016/3/11, 11:20:00.0, 2007.00, 2007.50, 2006.00, 2006.50, 11217, 4324, 2006.75, 2006.67, 2006.75, 5702, 5515, 2002.65, 2007.38, 1997.92, 11217
2016/3/11, 11:25:00.0, 2006.50, 2007.75, 2006.50, 2006.75, 10503, 4506, 2006.88, 2007.00, 2007.13, 5158, 5345, 2003.04, 2007.58, 1998.50, 10503
2016/3/11, 11:30:00.0, 2007.00, 2007.75, 2005.75, 2007.50, 17930, 6772, 2007.00, 2007.00, 2006.75, 8860, 9070, 2003.46, 2008.00, 1998.93, 17930
2016/3/11, 11:35:00.0, 2007.50, 2008.00, 2006.25, 2007.25, 12744, 4524, 2007.25, 2007.17, 2007.13, 6534, 6210, 2003.82, 2008.30, 1999.35, 12744
2016/3/11, 11:40:00.0, 2007.00, 2007.50, 2006.25, 2007.00, 7789, 3158, 2006.94, 2006.92, 2006.88, 4523, 3266, 2004.13, 2008.43, 1999.82, 7789
2016/3/11, 11:45:00.0, 2007.25, 2007.50, 2006.25, 2006.75, 7990, 3073, 2006.94, 2006.83, 2006.88, 4404, 3586, 2004.38, 2008.54, 2000.22, 7990
2016/3/11, 11:50:00.0, 2006.50, 2007.50, 2006.00, 2007.25, 6126, 2234, 2006.81, 2006.92, 2006.75, 2890, 3236, 2004.65, 2008.73, 2000.57, 6126
2016/3/11, 11:55:00.0, 2007.25, 2008.25, 2006.75, 2007.00, 8315, 3279, 2007.31, 2007.33, 2007.50, 4155, 4160, 2004.87, 2008.88, 2000.86, 8315
2016/3/11, 12:00:00.0, 2007.25, 2007.75, 2006.00, 2007.25, 7943, 3215, 2007.06, 2007.00, 2006.88, 3956, 3987, 2005.10, 2009.10, 2001.10, 7943
2016/3/11, 12:05:00.0, 2007.25, 2008.00, 2007.00, 2007.25, 7133, 2757, 2007.38, 2007.42, 2007.50, 3300, 3833, 2005.31, 2009.13, 2001.48, 7133
2016/3/11, 12:10:00.0, 2007.50, 2007.75, 2007.00, 2007.50, 6271, 2635, 2007.44, 2007.42, 2007.38, 3012, 3259, 2005.51, 2009.13, 2001.90, 6271
2016/3/11, 12:15:00.0, 2007.50, 2008.75, 2007.00, 2008.75, 7669, 3057, 2008.00, 2008.17, 2007.88, 3295, 4374, 2005.82, 2009.47, 2002.18, 7669
2016/3/11, 12:20:00.0, 2008.50, 2009.00, 2008.00, 2008.25, 6038, 2588, 2008.44, 2008.42, 2008.50, 3011, 3027, 2006.05, 2009.56, 2002.55, 6038
2016/3/11, 12:25:00.0, 2008.25, 2009.25, 2008.00, 2008.25, 10004, 3511, 2008.44, 2008.50, 2008.63, 5192, 4812, 2006.26, 2009.70, 2002.83, 10004
2016/3/11, 12:30:00.0, 2008.50, 2009.75, 2008.25, 2008.50, 22884, 6440, 2008.75, 2008.83, 2009.00, 10393, 12491, 2006.48, 2009.91, 2003.05, 22884
2016/3/11, 12:35:00.0, 2008.50, 2008.75, 2007.25, 2007.50, 13140, 3874, 2008.00, 2007.83, 2008.00, 6955, 6185, 2006.57, 2010.00, 2003.15, 13140
2016/3/11, 12:40:00.0, 2007.50, 2008.00, 2006.75, 2007.25, 7547, 2785, 2007.38, 2007.33, 2007.38, 4121, 3426, 2006.64, 2010.00, 2003.27, 7547
2016/3/11, 12:45:00.0, 2007.25, 2007.75, 2006.50, 2007.50, 9917, 3513, 2007.25, 2007.25, 2007.13, 5673, 4244, 2006.72, 2010.03, 2003.41, 9917
2016/3/11, 12:50:00.0, 2007.25, 2007.75, 2006.50, 2006.75, 5041, 1903, 2007.06, 2007.00, 2007.13, 2650, 2391, 2006.72, 2009.98, 2003.46, 5041
2016/3/11, 12:55:00.0, 2006.75, 2007.50, 2006.00, 2006.25, 6475, 2555, 2006.63, 2006.58, 2006.75, 3248, 3227, 2006.68, 2009.95, 2003.41, 6475
2016/3/11, 13:00:00.0, 2006.50, 2006.50, 2004.25, 2005.25, 10905, 3960, 2005.63, 2005.33, 2005.38, 6695, 4210, 2006.54, 2009.99, 2003.09, 10905
2016/3/11, 13:05:00.0, 2005.25, 2005.50, 2003.00, 2004.00, 14388, 5526, 2004.44, 2004.17, 2004.25, 7546, 6842, 2006.30, 2009.97, 2002.63, 14388
2016/3/11, 13:10:00.0, 2004.00, 2005.50, 2003.75, 2004.75, 9620, 3610, 2004.50, 2004.67, 2004.63, 3915, 5705, 2006.15, 2009.85, 2002.46, 9620
2016/3/11, 13:15:00.0, 2004.50, 2005.75, 2004.00, 2005.25, 8857, 3438, 2004.88, 2005.00, 2004.88, 3455, 5402, 2006.07, 2009.78, 2002.35, 8857
2016/3/11, 13:20:00.0, 2005.50, 2005.75, 2004.50, 2005.25, 5038, 2286, 2005.25, 2005.17, 2005.13, 2851, 2187, 2005.99, 2009.62, 2002.36, 5038
2016/3/11, 13:25:00.0, 2005.25, 2005.75, 2004.75, 2005.25, 3400, 1686, 2005.25, 2005.25, 2005.25, 1637, 1763, 2005.92, 2009.41, 2002.43, 3400
2016/3/11, 13:30:00.0, 2005.25, 2006.25, 2004.75, 2005.00, 5198, 2467, 2005.31, 2005.33, 2005.50, 2900, 2298, 2005.83, 2009.31, 2002.35, 5198
2016/3/11, 13:35:00.0, 2005.00, 2005.25, 2003.75, 2004.25, 5416, 2427, 2004.56, 2004.42, 2004.50, 3232, 2184, 2005.68, 2009.15, 2002.21, 5416
2016/3/11, 13:40:00.0, 2004.25, 2004.50, 2003.25, 2004.25, 4678, 2030, 2004.06, 2004.00, 2003.88, 2333, 2345, 2005.54, 2008.95, 2002.14, 4678
2016/3/11, 13:45:00.0, 2004.00, 2005.00, 2002.75, 2005.00, 9186, 3728, 2004.19, 2004.25, 2003.88, 4636, 4550, 2005.49, 2009.06, 2001.92, 9186
2016/3/11, 13:50:00.0, 2005.00, 2006.00, 2004.50, 2005.75, 6100, 2402, 2005.31, 2005.42, 2005.25, 2392, 3708, 2005.52, 2009.07, 2001.97, 6100
2016/3/11, 13:55:00.0, 2005.75, 2007.75, 2005.50, 2007.00, 8774, 3494, 2006.50, 2006.75, 2006.63, 3683, 5091, 2005.66, 2009.36, 2001.96, 8774
2016/3/11, 14:00:00.0, 2007.25, 2007.75, 2007.00, 2007.50, 5645, 2346, 2007.38, 2007.42, 2007.38, 2635, 3010, 2005.83, 2009.33, 2002.33, 5645
2016/3/11, 14:05:00.0, 2007.50, 2008.00, 2006.50, 2006.75, 5328, 2162, 2007.19, 2007.08, 2007.25, 3003, 2325, 2005.92, 2009.41, 2002.43, 5328
2016/3/11, 14:10:00.0, 2006.75, 2007.75, 2006.25, 2006.50, 10540, 3660, 2006.81, 2006.83, 2007.00, 5122, 5418, 2005.98, 2009.45, 2002.50, 10540
2016/3/11, 14:15:00.0, 2006.50, 2006.50, 2005.50, 2006.00, 5228, 2207, 2006.13, 2006.00, 2006.00, 2845, 2383, 2005.98, 2009.33, 2002.63, 5228
2016/3/11, 14:20:00.0, 2006.00, 2007.00, 2005.50, 2007.00, 8306, 3265, 2006.38, 2006.50, 2006.25, 3527, 4779, 2006.08, 2009.43, 2002.72, 8306
2016/3/11, 14:25:00.0, 2007.00, 2007.25, 2005.50, 2006.50, 9732, 3881, 2006.56, 2006.42, 2006.38, 4551, 5181, 2006.12, 2009.53, 2002.70, 9732
2016/3/11, 14:30:00.0, 2006.50, 2007.00, 2006.00, 2006.50, 4986, 2204, 2006.50, 2006.50, 2006.50, 2789, 2197, 2006.15, 2009.45, 2002.86, 4986
2016/3/11, 14:35:00.0, 2006.25, 2006.75, 2005.00, 2005.25, 5257, 2228, 2005.81, 2005.67, 2005.88, 2835, 2422, 2006.07, 2009.43, 2002.71, 5257
2016/3/11, 14:40:00.0, 2005.25, 2005.50, 2004.00, 2005.25, 8193, 3455, 2005.00, 2004.92, 2004.75, 4867, 3326, 2005.99, 2009.35, 2002.63, 8193
2016/3/11, 14:45:00.0, 2005.25, 2007.75, 2005.00, 2007.25, 10736, 3885, 2006.31, 2006.67, 2006.38, 4929, 5807, 2006.11, 2009.75, 2002.46, 10736
2016/3/11, 14:50:00.0, 2007.00, 2007.75, 2006.50, 2007.00, 4573, 1841, 2007.06, 2007.08, 2007.13, 2376, 2197, 2006.19, 2009.76, 2002.63, 4573
2016/3/11, 14:55:00.0, 2007.25, 2007.25, 2005.50, 2005.75, 6069, 2392, 2006.44, 2006.17, 2006.38, 3518, 2551, 2006.15, 2009.75, 2002.55, 6069
2016/3/11, 15:00:00.0, 2005.75, 2007.75, 2005.50, 2007.50, 5536, 2454, 2006.63, 2006.92, 2006.63, 1890, 3646, 2006.28, 2010.03, 2002.53, 5536
2016/3/11, 15:05:00.0, 2007.50, 2009.50, 2007.00, 2009.25, 15530, 4935, 2008.31, 2008.58, 2008.25, 6726, 8804, 2006.56, 2010.50, 2002.63, 15530
2016/3/11, 15:10:00.0, 2009.50, 2010.75, 2008.75, 2009.50, 22526, 7600, 2009.63, 2009.67, 2009.75, 9544, 12982, 2006.84, 2010.83, 2002.85, 22526
2016/3/11, 15:15:00.0, 2009.75, 2010.00, 2008.50, 2009.50, 10196, 3540, 2009.44, 2009.33, 2009.25, 5709, 4487, 2007.10, 2011.02, 2003.17, 10196
2016/3/11, 15:20:00.0, 2009.50, 2011.50, 2009.25, 2011.25, 14137, 4337, 2010.38, 2010.67, 2010.38, 5736, 8401, 2007.49, 2011.53, 2003.45, 14137
2016/3/11, 15:25:00.0, 2011.25, 2011.50, 2010.00, 2010.50, 15226, 4743, 2010.81, 2010.67, 2010.75, 7751, 7475, 2007.78, 2011.75, 2003.80, 15226
2016/3/11, 15:30:00.0, 2010.75, 2011.00, 2009.50, 2010.25, 15354, 4990, 2010.38, 2010.25, 2010.25, 8768, 6586, 2008.01, 2011.93, 2004.10, 15354
2016/3/11, 15:35:00.0, 2010.50, 2010.50, 2009.00, 2010.25, 14119, 4597, 2010.06, 2009.92, 2009.75, 7101, 7018, 2008.23, 2012.09, 2004.36, 14119
2016/3/11, 15:40:00.0, 2010.25, 2012.00, 2009.25, 2011.50, 18997, 6830, 2010.75, 2010.92, 2010.63, 9560, 9437, 2008.54, 2012.63, 2004.44, 18997
2016/3/11, 15:45:00.0, 2011.75, 2012.25, 2011.00, 2011.75, 16718, 5609, 2011.69, 2011.67, 2011.63, 8077, 8641, 2008.84, 2012.81, 2004.88, 16718
2016/3/11, 15:50:00.0, 2011.75, 2012.25, 2011.25, 2011.50, 15876, 4622, 2011.69, 2011.67, 2011.75, 7103, 8773, 2009.10, 2012.89, 2005.30, 15876
2016/3/11, 15:55:00.0, 2011.50, 2012.75, 2010.50, 2012.00, 52580, 12577, 2011.69, 2011.75, 2011.63, 27352, 25228, 2009.37, 2013.29, 2005.45, 52580
2016/3/11, 16:00:00.0, 2012.00, 2012.25, 2010.00, 2011.25, 39178, 8024, 2011.38, 2011.17, 2011.13, 19931, 19247, 2009.55, 2013.59, 2005.52, 39178
2016/3/11, 16:05:00.0, 2011.50, 2011.50, 2010.00, 2010.00, 8830, 2050, 2010.75, 2010.50, 2010.75, 5276, 3554, 2009.59, 2013.56, 2005.63, 8830
2016/3/11, 16:10:00.0, 2010.25, 2011.25, 2009.75, 2010.75, 13286, 2931, 2010.50, 2010.58, 2010.50, 7002, 6284, 2009.70, 2013.61, 2005.80, 13286
2016/3/11, 16:30:00.0, 2011.00, 2011.25, 2010.50, 2010.75, 1485, 479, 2010.88, 2010.83, 2010.88, 650, 835, 2009.80, 2013.49, 2006.12, 1485
2016/3/11, 16:35:00.0, 2010.75, 2010.75, 2010.50, 2010.75, 211, 115, 2010.69, 2010.67, 2010.63, 106, 105, 2009.89, 2013.27, 2006.52, 211
2016/3/11, 16:40:00.0, 2010.75, 2011.25, 2010.75, 2010.75, 556, 242, 2010.88, 2010.92, 2011.00, 260, 296, 2009.98, 2013.13, 2006.83, 556
2016/3/11, 16:45:00.0, 2010.75, 2011.00, 2010.50, 2011.00, 314, 151, 2010.81, 2010.83, 2010.75, 146, 168, 2010.07, 2013.02, 2007.13, 314
2016/3/11, 16:50:00.0, 2011.00, 2011.25, 2010.75, 2011.00, 161, 111, 2011.00, 2011.00, 2011.00, 88, 73, 2010.16, 2012.93, 2007.40, 161
2016/3/11, 16:55:00.0, 2011.00, 2011.75, 2010.75, 2011.75, 1413, 502, 2011.31, 2011.42, 2011.25, 739, 674, 2010.31, 2013.03, 2007.60, 1413
2016/3/13, 18:00:00.0, 2009.50, 2010.50, 2007.75, 2009.75, 1401, 630, 2009.38, 2009.33, 2009.13, 852, 549, 2010.26, 2013.60, 2006.92, 1401
2016/3/13, 18:05:00.0, 2009.75, 2011.00, 2009.25, 2011.00, 661, 305, 2010.25, 2010.42, 2010.13, 253, 408, 2010.33, 2013.73, 2006.93, 661
2016/3/13, 18:10:00.0, 2011.00, 2011.50, 2010.50, 2011.25, 246, 170, 2011.06, 2011.08, 2011.00, 100, 146, 2010.42, 2013.70, 2007.13, 246
2016/3/13, 18:15:00.0, 2011.25, 2011.50, 2011.00, 2011.00, 202, 130, 2011.19, 2011.17, 2011.25, 95, 107, 2010.47, 2013.54, 2007.40, 202
2016/3/13, 18:20:00.0, 2011.25, 2011.25, 2010.50, 2010.50, 133, 80, 2010.88, 2010.75, 2010.88, 76, 57, 2010.48, 2013.41, 2007.54, 133
2016/3/13, 18:25:00.0, 2010.75, 2010.75, 2010.25, 2010.25, 91, 60, 2010.50, 2010.42, 2010.50, 62, 29, 2010.45, 2013.21, 2007.70, 91
2016/3/13, 18:30:00.0, 2010.50, 2010.50, 2010.00, 2010.25, 119, 60, 2010.31, 2010.25, 2010.25, 77, 42, 2010.43, 2013.02, 2007.85, 119
2016/3/13, 18:35:00.0, 2010.25, 2010.50, 2009.75, 2010.00, 232, 106, 2010.13, 2010.08, 2010.13, 188, 44, 2010.39, 2012.89, 2007.89, 232
