Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,2.65001,2.65001,2.65001,2.65001,2.65001,0.0
2000-01-04,2.65001,2.65001,2.65001,2.65001,2.65001,0.0
2000-01-05,2.45001,2.45001,2.45001,2.45001,2.45001,0.0
2000-01-06,2.40001,2.40001,2.40001,2.40001,2.40001,0.0
2000-01-07,2.40001,2.40001,2.40001,2.40001,2.40001,0.0
2000-01-10,2.45001,2.45001,2.45001,2.45001,2.45001,0.0
2000-01-11,2.50001,2.50001,2.50001,2.50001,2.50001,0.0
2000-01-12,2.50001,2.50001,2.50001,2.50001,2.50001,0.0
2000-01-13,2.55001,2.55001,2.55001,2.55001,2.55001,0.0
2000-01-14,2.55001,2.55001,2.55001,2.55001,2.55001,0.0
2000-01-18,2.55001,2.55001,2.55001,2.55001,2.55001,0.0
2000-01-19,2.55001,2.55001,2.55001,2.55001,2.55001,0.0
2000-01-20,2.55001,2.45001,2.45001,2.45001,2.45001,720.0
2000-01-21,2.45001,2.45001,2.45001,2.45001,2.45001,0.0
2000-01-24,2.45001,2.45001,2.45001,2.45001,2.45001,0.0
2000-01-25,2.45001,2.45001,2.45001,2.45001,2.45001,720.0
2000-01-26,2.45001,2.45001,2.45001,2.45001,2.45001,0.0
2000-01-27,2.50001,2.50001,2.50001,2.50001,2.50001,514.0
2000-01-28,2.55001,2.55001,2.55001,2.55001,2.55001,0.0
2000-01-31,2.55001,2.55001,2.55001,2.55001,2.55001,0.0
2000-02-01,2.55001,2.55001,2.55001,2.55001,2.55001,0.0
2000-02-02,2.55001,2.55001,2.55001,2.55001,2.55001,0.0
2000-02-03,2.65001,2.65001,2.65001,2.65001,2.65001,0.0
2000-02-04,2.65001,2.65001,2.65001,2.65001,2.65001,0.0
2000-02-07,2.70001,2.70001,2.70001,2.70001,2.70001,0.0
2000-02-08,2.70001,2.70001,2.70001,2.70001,2.70001,0.0
2000-02-09,2.65001,2.65001,2.65001,2.65001,2.65001,50.0
2000-02-10,2.65001,2.65001,2.65001,2.65001,2.65001,0.0
2000-02-11,2.65001,2.65001,2.65001,2.65001,2.65001,0.0
2000-02-14,2.65001,2.65001,2.65001,2.65001,2.65001,0.0
2000-02-15,2.65001,2.65001,2.65001,2.65001,2.65001,0.0
2000-02-16,2.6000099999999997,2.6000099999999997,2.6000099999999997,2.6000099999999997,2.6000099999999997,100.0
2000-02-17,2.6000099999999997,2.6000099999999997,2.6000099999999997,2.6000099999999997,2.6000099999999997,0.0
2000-02-18,2.6000099999999997,2.6000099999999997,2.6000099999999997,2.6000099999999997,2.6000099999999997,0.0
2000-02-22,2.55001,2.55001,2.25001,2.25001,2.25001,103.0
2000-02-23,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-02-24,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-02-25,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-02-28,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-02-29,2.30001,2.30001,2.30001,2.30001,2.30001,0.0
2000-03-01,2.3500099999999997,2.3500099999999997,2.3500099999999997,2.3500099999999997,2.3500099999999997,0.0
2000-03-02,2.3500099999999997,2.3500099999999997,2.3500099999999997,2.3500099999999997,2.3500099999999997,0.0
2000-03-03,2.30001,2.30001,2.30001,2.30001,2.30001,0.0
2000-03-06,2.30001,2.30001,2.30001,2.30001,2.30001,0.0
2000-03-07,2.30001,2.30001,2.30001,2.30001,2.30001,0.0
2000-03-08,2.30001,2.30001,2.30001,2.30001,2.30001,0.0
2000-03-09,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-03-10,2.25001,2.40001,2.40001,2.40001,2.40001,1441.0
2000-03-13,2.40001,2.40001,2.40001,2.40001,2.40001,0.0
2000-03-14,2.40001,2.40001,2.40001,2.40001,2.40001,0.0
2000-03-15,2.40001,2.40001,2.40001,2.40001,2.40001,0.0
2000-03-16,2.40001,2.20001,2.20001,2.20001,2.20001,823.0
2000-03-17,2.30001,2.30001,2.30001,2.30001,2.30001,0.0
2000-03-20,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-03-21,2.20001,2.20001,2.20001,2.20001,2.20001,309.0
2000-03-22,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-03-23,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-03-24,2.20001,2.20001,2.20001,2.20001,2.20001,0.0
2000-03-27,2.20001,2.20001,2.20001,2.20001,2.20001,0.0
2000-03-28,2.20001,2.20001,2.20001,2.20001,2.20001,0.0
2000-03-29,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-03-30,2.25001,2.25001,2.25001,2.25001,2.25001,0.0
2000-03-31,2.25001,2.3500099999999997,2.3500099999999997,2.3500099999999997,2.3500099999999997,1749.0
2000-04-03,2.3500099999999997,2.3500099999999997,2.3500099999999997,2.3500099999999997,2.3500099999999997,0.0
