Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2016/6/21, 09:40:00, 2078.25, 2079.00, 2076.00, 2078.00, 27832, 11055, 13930, 13902
2016/6/21, 09:45:00, 2078.00, 2079.25, 2075.75, 2078.75, 32411, 11427, 17406, 15005
2016/6/21, 09:50:00, 2079.00, 2079.25, 2076.50, 2078.50, 27027, 8685, 13665, 13362
2016/6/21, 09:55:00, 2078.50, 2078.75, 2077.00, 2078.00, 12470, 5048, 6145, 6325
2016/6/21, 10:00:00, 2077.75, 2078.25, 2074.75, 2075.00, 20901, 8174, 11837, 9064
2016/6/21, 10:05:00, 2074.75, 2077.00, 2074.75, 2076.25, 17516, 6313, 8630, 8886
2016/6/21, 10:10:00, 2076.00, 2079.75, 2075.75, 2079.25, 23273, 7938, 10583, 12690
2016/6/21, 10:15:00, 2079.25, 2079.50, 2077.25, 2078.25, 12492, 4983, 6501, 5991
2016/6/21, 10:20:00, 2078.00, 2078.25, 2074.00, 2075.25, 34374, 11596, 19743, 14631
2016/6/21, 10:25:00, 2075.25, 2078.25, 2074.75, 2077.50, 19394, 7133, 8647, 10747
2016/6/21, 10:30:00, 2077.50, 2079.00, 2077.00, 2077.75, 18315, 6924, 9306, 9009
2016/6/21, 10:35:00, 2077.75, 2078.25, 2076.50, 2077.25, 15009, 5441, 9096, 5913
2016/6/21, 10:40:00, 2077.50, 2079.00, 2076.25, 2078.75, 14689, 5675, 7651, 7038
2016/6/21, 10:45:00, 2078.75, 2079.00, 2076.75, 2077.25, 15074, 5293, 7765, 7309
2016/6/21, 10:50:00, 2077.25, 2078.75, 2076.75, 2078.25, 15008, 4840, 6912, 8096
2016/6/21, 10:55:00, 2078.25, 2078.50, 2076.50, 2077.50, 14958, 5177, 8320, 6638
2016/6/21, 11:00:00, 2077.75, 2081.25, 2077.00, 2080.75, 24345, 7756, 10832, 13513
2016/6/21, 11:05:00, 2080.50, 2081.50, 2079.75, 2080.50, 16815, 5719, 7944, 8871
2016/6/21, 11:10:00, 2080.50, 2081.75, 2079.25, 2081.50, 17069, 5748, 8049, 9020
2016/6/21, 11:15:00, 2081.75, 2082.75, 2081.25, 2082.00, 16760, 5524, 7598, 9162
2016/6/21, 11:20:00, 2082.00, 2082.50, 2080.00, 2080.50, 28048, 7808, 16869, 11179
2016/6/21, 11:25:00, 2080.25, 2080.75, 2079.25, 2079.50, 16421, 5899, 9030, 7391
2016/6/21, 11:30:00, 2079.50, 2079.50, 2076.50, 2077.25, 22283, 7142, 12456, 9827
2016/6/21, 11:35:00, 2077.50, 2078.25, 2077.25, 2078.25, 12116, 3787, 6012, 6104
2016/6/21, 11:40:00, 2078.00, 2078.25, 2077.50, 2077.75, 7929, 2597, 3789, 4140
2016/6/21, 11:45:00, 2077.75, 2078.50, 2076.75, 2077.75, 11110, 3366, 5765, 5345
2016/6/21, 11:50:00, 2078.00, 2078.00, 2077.00, 2077.00, 5753, 2006, 3600, 2153
2016/6/21, 11:55:00, 2077.00, 2079.25, 2077.00, 2079.00, 10141, 3337, 3853, 6288
2016/6/21, 12:00:00, 2079.25, 2079.25, 2078.50, 2078.50, 5486, 1803, 2449, 3037
2016/6/21, 12:05:00, 2078.50, 2079.25, 2077.75, 2079.00, 7687, 2497, 3807, 3880
2016/6/21, 12:10:00, 2078.75, 2078.75, 2078.00, 2078.00, 4678, 1640, 2443, 2235
2016/6/21, 12:15:00, 2078.25, 2079.75, 2078.00, 2079.50, 7236, 2372, 3304, 3932
2016/6/21, 12:20:00, 2079.50, 2080.75, 2079.25, 2080.50, 9560, 2999, 3538, 6022
2016/6/21, 12:25:00, 2080.50, 2081.25, 2080.25, 2081.00, 5220, 1809, 2969, 2251
2016/6/21, 12:30:00, 2081.00, 2081.75, 2080.25, 2080.50, 6451, 2248, 3404, 3047
2016/6/21, 12:35:00, 2080.50, 2081.50, 2080.50, 2080.75, 7002, 2211, 4044, 2958
2016/6/21, 12:40:00, 2080.75, 2081.00, 2080.25, 2080.75, 2968, 1151, 1557, 1411
2016/6/21, 12:45:00, 2080.50, 2080.75, 2079.50, 2079.75, 8444, 2651, 4839, 3605
2016/6/21, 12:50:00, 2079.75, 2080.00, 2079.00, 2079.00, 5170, 1858, 3127, 2043
2016/6/21, 12:55:00, 2079.00, 2079.75, 2078.75, 2078.75, 6972, 2290, 3281, 3691
2016/6/21, 13:00:00, 2079.00, 2079.50, 2078.75, 2079.00, 4516, 1468, 2228, 2288
2016/6/21, 13:05:00, 2079.00, 2080.50, 2078.75, 2079.75, 6118, 2104, 2631, 3487
2016/6/21, 13:10:00, 2079.75, 2080.00, 2078.50, 2079.25, 6899, 2237, 3870, 3029
2016/6/21, 13:15:00, 2079.00, 2080.25, 2079.00, 2079.75, 4693, 1593, 2073, 2620
2016/6/21, 13:20:00, 2079.75, 2079.75, 2077.75, 2077.75, 13278, 3897, 8103, 5175
2016/6/21, 13:25:00, 2078.00, 2078.50, 2077.50, 2078.50, 5773, 1972, 2660, 3113
2016/6/21, 13:30:00, 2078.50, 2079.00, 2077.50, 2077.50, 6585, 2123, 3468, 3117
2016/6/21, 13:35:00, 2077.50, 2077.75, 2076.25, 2077.00, 12980, 4103, 6809, 6171
2016/6/21, 13:40:00, 2077.25, 2078.25, 2076.75, 2078.00, 8426, 2790, 3539, 4887
2016/6/21, 13:45:00, 2078.00, 2078.25, 2076.50, 2077.00, 8796, 2803, 4406, 4390
2016/6/21, 13:50:00, 2077.00, 2078.25, 2077.00, 2078.00, 6296, 2089, 2893, 3403
2016/6/21, 13:55:00, 2077.75, 2079.75, 2077.75, 2079.25, 10681, 3456, 4393, 6288
2016/6/21, 14:00:00, 2079.50, 2079.50, 2078.25, 2078.75, 5670, 1988, 3085, 2585
2016/6/21, 14:05:00, 2079.00, 2080.75, 2078.50, 2080.25, 7981, 2901, 3050, 4931
2016/6/21, 14:10:00, 2080.50, 2081.75, 2080.25, 2081.25, 10185, 3301, 4339, 5846
2016/6/21, 14:15:00, 2081.50, 2082.00, 2080.75, 2081.75, 6428, 2184, 2743, 3685
2016/6/21, 14:20:00, 2082.00, 2082.25, 2081.00, 2081.75, 8722, 2603, 4491, 4231
2016/6/21, 14:25:00, 2081.50, 2082.75, 2081.25, 2082.00, 8525, 2888, 3976, 4549
2016/6/21, 14:30:00, 2082.00, 2082.50, 2081.25, 2082.25, 10639, 3406, 5370, 5269
2016/6/21, 14:35:00, 2082.50, 2085.75, 2082.25, 2084.50, 27365, 7840, 11204, 16161
2016/6/21, 14:40:00, 2084.75, 2084.75, 2083.25, 2083.25, 12695, 3600, 7177, 5518
2016/6/21, 14:45:00, 2083.50, 2084.75, 2083.25, 2083.50, 9489, 2957, 4473, 5016
2016/6/21, 14:50:00, 2083.50, 2084.00, 2083.00, 2083.25, 6180, 1985, 3141, 3039
2016/6/21, 14:55:00, 2083.25, 2083.75, 2082.00, 2082.25, 7905, 2469, 4831, 3074
2016/6/21, 15:00:00, 2082.25, 2082.75, 2080.25, 2080.75, 14052, 4389, 8050, 6002
2016/6/21, 15:05:00, 2080.75, 2081.75, 2080.00, 2081.00, 14911, 4096, 7323, 7588
2016/6/21, 15:10:00, 2081.00, 2081.75, 2080.50, 2081.50, 9670, 3306, 4146, 5524
2016/6/21, 15:15:00, 2081.50, 2083.50, 2081.25, 2083.25, 12180, 3952, 5347, 6833
2016/6/21, 15:20:00, 2083.25, 2084.00, 2082.00, 2083.00, 15237, 4640, 8602, 6635
2016/6/21, 15:25:00, 2083.00, 2084.75, 2083.00, 2084.25, 13557, 4441, 5775, 7782
2016/6/21, 15:30:00, 2084.00, 2084.50, 2082.25, 2083.25, 14564, 4780, 8638, 5926
2016/6/21, 15:35:00, 2083.25, 2084.50, 2082.75, 2083.50, 15671, 4609, 7891, 7780
2016/6/21, 15:40:00, 2083.50, 2083.75, 2080.50, 2081.25, 17908, 5534, 10045, 7863
2016/6/21, 15:45:00, 2081.25, 2083.25, 2080.75, 2082.00, 17283, 5043, 7385, 9898
2016/6/21, 15:50:00, 2082.00, 2082.75, 2080.75, 2081.25, 18698, 5424, 9428, 9270
2016/6/21, 15:55:00, 2081.25, 2082.00, 2079.50, 2080.00, 54891, 10758, 31349, 23542
2016/6/21, 16:00:00, 2080.00, 2081.75, 2079.25, 2081.25, 32742, 5331, 17095, 15647
2016/6/21, 16:05:00, 2081.50, 2081.50, 2080.00, 2080.50, 7446, 1453, 5367, 2079
2016/6/21, 16:10:00, 2080.50, 2080.75, 2079.50, 2080.50, 12415, 2489, 6288, 6127
2016/6/21, 16:15:00, 2080.50, 2080.50, 2080.25, 2080.25, 2, 2, 1, 1
2016/6/21, 16:30:00, 2080.25, 2080.75, 2079.50, 2079.75, 3080, 617, 1699, 1381
2016/6/21, 16:35:00, 2079.75, 2079.75, 2079.25, 2079.50, 570, 222, 391, 179
2016/6/21, 16:40:00, 2079.25, 2079.50, 2078.75, 2078.75, 1508, 385, 577, 931
2016/6/21, 16:45:00, 2079.00, 2079.50, 2078.75, 2079.50, 376, 145, 100, 276
2016/6/21, 16:50:00, 2079.25, 2079.75, 2079.00, 2079.25, 677, 194, 222, 455
2016/6/21, 16:55:00, 2079.50, 2080.00, 2079.00, 2079.25, 1683, 415, 808, 875
2016/6/21, 18:00:00, 2079.25, 2079.75, 2077.50, 2078.00, 1322, 613, 715, 607
2016/6/21, 18:05:00, 2078.00, 2078.25, 2077.25, 2077.75, 516, 248, 272, 244
2016/6/21, 18:10:00, 2077.75, 2078.00, 2077.25, 2077.75, 509, 214, 193, 316
2016/6/21, 18:15:00, 2077.75, 2078.25, 2077.25, 2077.50, 527, 191, 376, 151
2016/6/21, 18:20:00, 2077.75, 2078.00, 2077.50, 2077.50, 87, 62, 56, 31
2016/6/21, 18:25:00, 2077.75, 2078.00, 2077.75, 2077.75, 73, 39, 11, 62
2016/6/21, 18:30:00, 2077.75, 2078.50, 2077.75, 2078.25, 333, 151, 97, 236
2016/6/21, 18:35:00, 2078.25, 2078.25, 2078.00, 2078.00, 92, 56, 57, 35
2016/6/21, 18:40:00, 2078.25, 2078.25, 2077.75, 2078.00, 165, 94, 111, 54
2016/6/21, 18:45:00, 2078.00, 2078.25, 2078.00, 2078.00, 75, 46, 30, 45
2016/6/21, 18:50:00, 2078.25, 2078.25, 2078.00, 2078.25, 172, 52, 19, 153
2016/6/21, 18:55:00, 2078.50, 2078.50, 2078.25, 2078.50, 36, 25, 5, 31
2016/6/21, 19:00:00, 2078.50, 2078.75, 2078.50, 2078.50, 189, 81, 34, 155
2016/6/21, 19:05:00, 2078.50, 2078.75, 2078.50, 2078.50, 199, 86, 97, 102
2016/6/21, 19:10:00, 2078.75, 2078.75, 2078.50, 2078.75, 132, 67, 25, 107
2016/6/21, 19:15:00, 2078.75, 2078.75, 2078.50, 2078.50, 173, 97, 118, 55
2016/6/21, 19:20:00, 2078.50, 2078.75, 2078.50, 2078.75, 136, 60, 18, 118
2016/6/21, 19:25:00, 2078.50, 2078.75, 2078.50, 2078.50, 219, 61, 173, 46
2016/6/21, 19:30:00, 2078.75, 2079.25, 2078.50, 2079.25, 561, 144, 49, 512
2016/6/21, 19:35:00, 2079.25, 2079.25, 2078.75, 2079.00, 162, 66, 93, 69
2016/6/21, 19:40:00, 2079.00, 2079.25, 2078.25, 2078.25, 404, 162, 330, 74
2016/6/21, 19:45:00, 2078.25, 2078.75, 2078.25, 2078.50, 121, 59, 38, 83
2016/6/21, 19:50:00, 2078.50, 2078.75, 2078.25, 2078.50, 206, 106, 188, 18
2016/6/21, 19:55:00, 2078.50, 2078.50, 2078.00, 2078.00, 378, 170, 273, 105
2016/6/21, 20:00:00, 2078.00, 2078.00, 2077.00, 2077.75, 911, 504, 581, 330
2016/6/21, 20:05:00, 2077.75, 2078.50, 2077.50, 2078.00, 669, 307, 227, 442
2016/6/21, 20:10:00, 2078.00, 2078.50, 2077.75, 2078.50, 467, 185, 185, 282
2016/6/21, 20:15:00, 2078.50, 2079.00, 2078.25, 2079.00, 599, 226, 141, 458
2016/6/21, 20:20:00, 2079.00, 2079.00, 2078.25, 2078.50, 379, 203, 267, 112
2016/6/21, 20:25:00, 2078.50, 2079.25, 2078.50, 2079.00, 310, 177, 101, 209
2016/6/21, 20:30:00, 2079.00, 2079.50, 2078.75, 2079.50, 249, 149, 51, 198
2016/6/21, 20:35:00, 2079.50, 2079.50, 2079.00, 2079.50, 405, 206, 168, 237
2016/6/21, 20:40:00, 2079.25, 2079.75, 2079.25, 2079.75, 459, 176, 298, 161
2016/6/21, 20:45:00, 2079.50, 2079.75, 2078.50, 2079.00, 584, 267, 530, 54
2016/6/21, 20:50:00, 2078.75, 2079.25, 2078.50, 2079.25, 672, 271, 387, 285
2016/6/21, 20:55:00, 2079.00, 2079.50, 2078.50, 2078.50, 651, 321, 427, 224
2016/6/21, 21:00:00, 2078.50, 2079.00, 2078.50, 2078.75, 200, 101, 139, 61
2016/6/21, 21:05:00, 2078.50, 2079.00, 2078.50, 2079.00, 139, 73, 58, 81
2016/6/21, 21:10:00, 2079.00, 2079.00, 2078.50, 2078.75, 253, 134, 163, 90
2016/6/21, 21:15:00, 2079.00, 2079.00, 2078.75, 2079.00, 114, 71, 41, 73
2016/6/21, 21:20:00, 2079.00, 2079.75, 2078.75, 2079.25, 746, 383, 326, 420
2016/6/21, 21:25:00, 2079.25, 2079.25, 2078.75, 2079.25, 235, 128, 166, 69
2016/6/21, 21:30:00, 2079.25, 2079.75, 2078.75, 2079.50, 673, 347, 333, 340
2016/6/21, 21:35:00, 2079.25, 2079.75, 2078.50, 2078.50, 509, 277, 350, 159
2016/6/21, 21:40:00, 2078.25, 2079.00, 2078.25, 2078.50, 248, 143, 86, 162
2016/6/21, 21:45:00, 2078.75, 2079.25, 2078.75, 2079.25, 370, 201, 159, 211
2016/6/21, 21:50:00, 2079.25, 2079.25, 2078.75, 2078.75, 144, 70, 101, 43
2016/6/21, 21:55:00, 2079.00, 2079.25, 2078.50, 2079.25, 184, 104, 83, 101
2016/6/21, 22:00:00, 2079.00, 2079.50, 2078.25, 2078.25, 349, 212, 296, 53
2016/6/21, 22:05:00, 2078.50, 2079.00, 2078.25, 2078.50, 322, 149, 120, 202
2016/6/21, 22:10:00, 2078.50, 2078.75, 2078.25, 2078.50, 88, 52, 55, 33
2016/6/21, 22:15:00, 2078.50, 2078.75, 2078.25, 2078.75, 263, 138, 74, 189
2016/6/21, 22:20:00, 2078.75, 2078.75, 2078.25, 2078.50, 192, 64, 147, 45
2016/6/21, 22:25:00, 2078.75, 2079.00, 2078.50, 2078.50, 195, 90, 99, 96
2016/6/21, 22:30:00, 2078.50, 2079.25, 2078.50, 2079.25, 186, 82, 28, 158
2016/6/21, 22:35:00, 2079.25, 2079.50, 2079.00, 2079.50, 252, 133, 91, 161
2016/6/21, 22:40:00, 2079.50, 2079.75, 2079.50, 2079.75, 163, 88, 29, 134
2016/6/21, 22:45:00, 2079.50, 2080.00, 2079.50, 2079.75, 295, 166, 137, 158
2016/6/21, 22:50:00, 2079.75, 2080.00, 2079.75, 2079.75, 312, 92, 151, 161
2016/6/21, 22:55:00, 2079.75, 2080.00, 2079.75, 2080.00, 659, 177, 23, 636
2016/6/21, 23:00:00, 2079.75, 2080.75, 2079.75, 2080.50, 626, 330, 197, 429
2016/6/21, 23:05:00, 2080.25, 2080.75, 2080.25, 2080.50, 110, 76, 43, 67
2016/6/21, 23:10:00, 2080.50, 2081.00, 2080.25, 2080.75, 147, 91, 61, 86
2016/6/21, 23:15:00, 2080.50, 2081.00, 2080.50, 2080.75, 218, 127, 85, 133
2016/6/21, 23:20:00, 2080.75, 2081.50, 2080.75, 2081.00, 496, 228, 153, 343
2016/6/21, 23:25:00, 2081.00, 2081.00, 2080.75, 2081.00, 117, 71, 19, 98
2016/6/21, 23:30:00, 2080.75, 2081.00, 2080.50, 2080.75, 247, 137, 129, 118
2016/6/21, 23:35:00, 2080.75, 2081.00, 2080.50, 2081.00, 107, 58, 66, 41
2016/6/21, 23:40:00, 2081.00, 2081.00, 2080.75, 2081.00, 40, 29, 11, 29
2016/6/21, 23:45:00, 2080.75, 2081.25, 2080.75, 2081.00, 248, 125, 134, 114
2016/6/21, 23:50:00, 2081.25, 2081.25, 2080.75, 2081.25, 313, 158, 170, 143
2016/6/21, 23:55:00, 2081.00, 2082.00, 2081.00, 2081.75, 768, 337, 223, 545
2016/6/22, 00:00:00, 2081.50, 2082.50, 2081.50, 2082.00, 642, 328, 228, 414
2016/6/22, 00:05:00, 2081.75, 2082.25, 2081.75, 2081.75, 314, 154, 115, 199
2016/6/22, 00:10:00, 2082.00, 2082.00, 2081.75, 2082.00, 30, 27, 13, 17
2016/6/22, 00:15:00, 2081.75, 2082.00, 2081.75, 2082.00, 124, 75, 57, 67
2016/6/22, 00:20:00, 2082.00, 2082.25, 2082.00, 2082.00, 119, 63, 89, 30
2016/6/22, 00:25:00, 2082.00, 2082.75, 2081.75, 2082.50, 319, 165, 57, 262
2016/6/22, 00:30:00, 2082.25, 2083.00, 2082.25, 2083.00, 414, 241, 122, 292
2016/6/22, 00:35:00, 2083.00, 2083.00, 2082.00, 2082.50, 338, 152, 252, 86
2016/6/22, 00:40:00, 2082.25, 2082.50, 2082.00, 2082.25, 168, 89, 90, 78
2016/6/22, 00:45:00, 2082.00, 2082.25, 2081.75, 2082.00, 374, 215, 192, 182
2016/6/22, 00:50:00, 2081.75, 2082.00, 2081.75, 2081.75, 198, 125, 123, 75
2016/6/22, 00:55:00, 2082.00, 2082.00, 2081.75, 2081.75, 32, 32, 13, 19
2016/6/22, 01:00:00, 2081.75, 2082.25, 2081.50, 2081.50, 323, 204, 109, 214
2016/6/22, 01:05:00, 2081.50, 2081.75, 2081.50, 2081.75, 134, 92, 74, 60
2016/6/22, 01:10:00, 2081.50, 2082.00, 2081.50, 2082.00, 262, 150, 114, 148
2016/6/22, 01:15:00, 2082.00, 2082.00, 2081.50, 2081.50, 484, 220, 210, 274
2016/6/22, 01:20:00, 2081.50, 2082.00, 2081.50, 2082.00, 386, 192, 260, 126
2016/6/22, 01:25:00, 2082.00, 2082.00, 2081.25, 2081.25, 327, 171, 260, 67
2016/6/22, 01:30:00, 2081.25, 2081.50, 2081.00, 2081.25, 378, 176, 196, 182
2016/6/22, 01:35:00, 2081.50, 2082.50, 2081.50, 2082.25, 645, 236, 250, 395
2016/6/22, 01:40:00, 2082.25, 2082.50, 2081.75, 2081.75, 342, 172, 259, 83
2016/6/22, 01:45:00, 2081.75, 2082.75, 2081.75, 2082.50, 493, 175, 133, 360
2016/6/22, 01:50:00, 2082.25, 2082.50, 2082.00, 2082.00, 116, 75, 65, 51
2016/6/22, 01:55:00, 2082.00, 2082.50, 2082.00, 2082.00, 230, 121, 73, 157
2016/6/22, 02:00:00, 2082.00, 2082.75, 2082.00, 2082.50, 782, 360, 317, 465
2016/6/22, 02:05:00, 2082.50, 2082.50, 2082.00, 2082.25, 785, 356, 406, 379
2016/6/22, 02:10:00, 2082.00, 2082.25, 2081.25, 2081.50, 997, 425, 672, 325
2016/6/22, 02:15:00, 2081.50, 2082.50, 2081.50, 2082.25, 735, 332, 295, 440
2016/6/22, 02:20:00, 2082.25, 2082.75, 2082.00, 2082.25, 637, 309, 321, 316
2016/6/22, 02:25:00, 2082.25, 2082.25, 2081.25, 2081.25, 665, 375, 544, 121
2016/6/22, 02:30:00, 2081.25, 2082.50, 2081.25, 2082.50, 1074, 436, 448, 626
2016/6/22, 02:35:00, 2082.25, 2082.50, 2082.00, 2082.25, 244, 104, 118, 126
2016/6/22, 02:40:00, 2082.25, 2082.50, 2082.00, 2082.25, 526, 213, 289, 237
2016/6/22, 02:45:00, 2082.25, 2082.50, 2082.00, 2082.25, 589, 260, 294, 295
2016/6/22, 02:50:00, 2082.00, 2083.25, 2081.75, 2082.75, 846, 384, 326, 520
2016/6/22, 02:55:00, 2083.00, 2083.25, 2082.50, 2083.25, 738, 324, 394, 344
2016/6/22, 03:00:00, 2083.00, 2084.25, 2082.75, 2083.50, 3703, 1727, 1782, 1921
2016/6/22, 03:05:00, 2083.50, 2084.25, 2082.25, 2082.75, 3258, 1621, 1772, 1486
2016/6/22, 03:10:00, 2083.00, 2083.00, 2081.75, 2082.25, 1956, 1002, 1089, 867
2016/6/22, 03:15:00, 2082.00, 2082.25, 2081.00, 2081.50, 2813, 1303, 1398, 1415
2016/6/22, 03:20:00, 2081.50, 2083.00, 2081.00, 2082.25, 1803, 941, 842, 961
2016/6/22, 03:25:00, 2082.50, 2082.75, 2081.25, 2081.25, 1801, 882, 1157, 644
2016/6/22, 03:30:00, 2081.25, 2081.50, 2079.25, 2079.50, 4200, 1941, 2416, 1784
2016/6/22, 03:35:00, 2079.50, 2080.50, 2079.00, 2079.25, 2217, 1033, 1188, 1029
2016/6/22, 03:40:00, 2079.25, 2080.00, 2078.75, 2079.00, 1956, 825, 1150, 806
2016/6/22, 03:45:00, 2078.75, 2080.25, 2078.50, 2079.75, 1606, 826, 719, 887
2016/6/22, 03:50:00, 2080.00, 2080.25, 2079.25, 2079.50, 1283, 703, 690, 593
2016/6/22, 03:55:00, 2079.25, 2079.50, 2079.00, 2079.00, 1131, 603, 555, 576
2016/6/22, 04:00:00, 2079.00, 2079.75, 2079.00, 2079.00, 1224, 685, 616, 608
2016/6/22, 04:05:00, 2079.25, 2079.25, 2078.25, 2078.75, 1524, 802, 758, 766
2016/6/22, 04:10:00, 2078.75, 2079.50, 2078.50, 2079.25, 726, 415, 365, 361
2016/6/22, 04:15:00, 2079.25, 2079.50, 2078.50, 2078.50, 1192, 580, 647, 545
2016/6/22, 04:20:00, 2078.75, 2079.25, 2078.50, 2079.00, 505, 279, 221, 284
2016/6/22, 04:25:00, 2079.25, 2080.50, 2079.00, 2080.00, 3153, 1269, 1556, 1597
2016/6/22, 04:30:00, 2080.00, 2080.25, 2079.50, 2079.75, 1242, 640, 690, 552
2016/6/22, 04:35:00, 2079.50, 2080.25, 2079.50, 2079.75, 799, 375, 500, 299
2016/6/22, 04:40:00, 2079.75, 2080.25, 2079.25, 2080.00, 596, 331, 328, 268
2016/6/22, 04:45:00, 2079.75, 2080.25, 2079.50, 2080.00, 582, 318, 287, 295
2016/6/22, 04:50:00, 2080.00, 2080.25, 2079.75, 2079.75, 436, 223, 234, 202
2016/6/22, 04:55:00, 2079.75, 2080.25, 2079.50, 2079.50, 648, 323, 374, 274
2016/6/22, 05:00:00, 2079.50, 2080.50, 2079.50, 2080.25, 779, 399, 319, 460
2016/6/22, 05:05:00, 2080.50, 2080.75, 2080.25, 2080.50, 941, 518, 450, 491
2016/6/22, 05:10:00, 2080.25, 2081.25, 2080.25, 2081.00, 620, 364, 208, 412
2016/6/22, 05:15:00, 2081.00, 2081.25, 2080.75, 2081.00, 775, 347, 349, 426
2016/6/22, 05:20:00, 2081.00, 2081.00, 2080.50, 2081.00, 748, 310, 398, 350
2016/6/22, 05:25:00, 2080.75, 2081.25, 2080.75, 2081.25, 967, 431, 361, 606
2016/6/22, 05:30:00, 2081.25, 2082.00, 2081.25, 2081.75, 916, 431, 372, 544
2016/6/22, 05:35:00, 2081.75, 2082.00, 2081.25, 2081.75, 658, 331, 343, 315
2016/6/22, 05:40:00, 2081.50, 2082.00, 2081.25, 2081.25, 838, 438, 505, 333
2016/6/22, 05:45:00, 2081.50, 2082.00, 2081.50, 2081.75, 1166, 458, 466, 700
2016/6/22, 05:50:00, 2081.50, 2082.50, 2081.50, 2082.25, 1046, 464, 472, 574
2016/6/22, 05:55:00, 2082.00, 2083.00, 2082.00, 2082.50, 1545, 767, 738, 807
2016/6/22, 06:00:00, 2082.25, 2083.00, 2082.25, 2082.50, 1550, 713, 876, 674
2016/6/22, 06:05:00, 2082.50, 2082.75, 2082.00, 2082.50, 1216, 567, 650, 566
2016/6/22, 06:10:00, 2082.25, 2082.50, 2082.00, 2082.25, 678, 334, 391, 287
2016/6/22, 06:15:00, 2082.00, 2082.25, 2081.75, 2082.00, 701, 331, 357, 344
2016/6/22, 06:20:00, 2082.00, 2082.25, 2081.50, 2082.00, 795, 342, 373, 422
2016/6/22, 06:25:00, 2081.75, 2082.00, 2081.50, 2081.75, 324, 169, 163, 161
2016/6/22, 06:30:00, 2081.75, 2082.00, 2081.50, 2082.00, 119, 77, 45, 74
2016/6/22, 06:35:00, 2082.00, 2082.75, 2081.75, 2082.25, 1318, 538, 578, 740
2016/6/22, 06:40:00, 2082.25, 2082.75, 2082.00, 2082.00, 949, 347, 518, 431
2016/6/22, 06:45:00, 2082.00, 2082.50, 2081.75, 2082.25, 1001, 415, 443, 558
2016/6/22, 06:50:00, 2082.25, 2082.50, 2082.00, 2082.50, 1438, 418, 468, 970
2016/6/22, 06:55:00, 2082.75, 2083.50, 2082.25, 2083.50, 1896, 647, 586, 1310
2016/6/22, 07:00:00, 2083.25, 2085.00, 2083.00, 2084.50, 3298, 1373, 1624, 1674
2016/6/22, 07:05:00, 2084.50, 2084.50, 2083.00, 2083.25, 3063, 1079, 1782, 1281
2016/6/22, 07:10:00, 2083.25, 2083.25, 2082.25, 2083.25, 3413, 1214, 1860, 1553
2016/6/22, 07:15:00, 2083.25, 2083.50, 2082.50, 2083.00, 2237, 897, 964, 1273
2016/6/22, 07:20:00, 2083.25, 2083.25, 2082.50, 2082.75, 714, 305, 393, 321
2016/6/22, 07:25:00, 2082.75, 2082.75, 2081.50, 2081.50, 2058, 899, 1294, 764
2016/6/22, 07:30:00, 2081.50, 2082.25, 2081.50, 2082.00, 2110, 565, 695, 1415
2016/6/22, 07:35:00, 2081.75, 2082.00, 2080.75, 2081.25, 2233, 890, 1205, 1028
2016/6/22, 07:40:00, 2081.00, 2082.00, 2081.00, 2081.50, 1956, 631, 1212, 744
2016/6/22, 07:45:00, 2081.50, 2081.75, 2081.00, 2081.50, 1044, 427, 610, 434
2016/6/22, 07:50:00, 2081.50, 2082.25, 2081.50, 2082.00, 1229, 494, 535, 694
2016/6/22, 07:55:00, 2082.00, 2082.25, 2081.50, 2082.00, 524, 230, 254, 270
2016/6/22, 08:00:00, 2081.75, 2082.50, 2081.75, 2082.25, 1575, 594, 710, 865
2016/6/22, 08:05:00, 2082.50, 2082.50, 2081.75, 2082.25, 2166, 861, 1253, 913
2016/6/22, 08:10:00, 2082.25, 2082.25, 2082.00, 2082.25, 671, 300, 315, 356
2016/6/22, 08:15:00, 2082.25, 2082.50, 2081.75, 2081.75, 1880, 787, 1191, 689
2016/6/22, 08:20:00, 2081.75, 2082.00, 2081.25, 2081.25, 2148, 849, 1214, 934
2016/6/22, 08:25:00, 2081.50, 2082.00, 2081.25, 2082.00, 1106, 567, 321, 785
2016/6/22, 08:30:00, 2082.00, 2082.75, 2081.75, 2082.00, 1433, 705, 745, 688
2016/6/22, 08:35:00, 2082.00, 2082.50, 2082.00, 2082.25, 506, 242, 176, 330
2016/6/22, 08:40:00, 2082.50, 2082.75, 2081.75, 2082.75, 3292, 1350, 1658, 1634
2016/6/22, 08:45:00, 2083.00, 2083.00, 2082.50, 2082.75, 2197, 891, 1001, 1196
2016/6/22, 08:50:00, 2082.75, 2083.00, 2082.25, 2082.50, 2635, 1010, 1537, 1098
2016/6/22, 08:55:00, 2082.50, 2082.75, 2082.00, 2082.50, 707, 316, 453, 254
2016/6/22, 09:00:00, 2082.50, 2083.50, 2082.25, 2083.00, 4395, 1391, 1826, 2569
2016/6/22, 09:05:00, 2082.75, 2083.25, 2082.00, 2082.50, 1851, 725, 1165, 686
2016/6/22, 09:10:00, 2082.25, 2083.25, 2082.25, 2082.50, 1477, 558, 730, 747
2016/6/22, 09:15:00, 2082.25, 2083.00, 2082.25, 2082.75, 1844, 678, 759, 1085
